DDX11L10	NR_045117.1	16	1	4481	7016	DDX11L10	transcript
ARHGDIG	NM_001176.4	16	1	275429	277879	ARHGDIG	mRNA
PDIA2	NM_006849.4	16	1	278036	282088	PDIA2	mRNA
AXIN1	NR_134879.2	16	-1	282313	347596	AXIN1	transcript
AXIN1	NM_181050.3	16	-1	282313	347596	AXIN1	mRNA
AXIN1	NM_003502.4	16	-1	282313	347596	AXIN1	mRNA
AXIN1	XM_054314079.1	16	-1	282313	347596	AXIN1	mRNA
AXIN1	XM_054314078.1	16	-1	282313	341980	AXIN1	mRNA
AXIN1	XM_054314082.1	16	-1	282313	320763	AXIN1	mRNA
AXIN1	XM_054314081.1	16	-1	282313	318752	AXIN1	mRNA
AXIN1	XM_054314080.1	16	-1	282313	318752	AXIN1	mRNA
AXIN1	XM_054314083.1	16	-1	282313	314853	AXIN1	mRNA
MRPL28	NM_006428.5	16	-1	361841	366186	MRPL28	mRNA
MRPL28	XM_054379392.1	16	-1	361841	366150	MRPL28	mRNA
PGAP6	XM_054313571.1	16	-1	366436	382868	PGAP6	mRNA
PGAP6	NM_021259.3	16	-1	366436	377866	PGAP6	mRNA
LOC100134368	NR_024453.2	16	1	378129	388849	LOC100134368	lnc_RNA
NME4	NM_001286436.2	16	1	392618	396999	NME4	mRNA
NME4	NM_001286439.2	16	1	393088	396999	NME4	mRNA
NME4	NM_001286438.2	16	1	393088	396999	NME4	mRNA
NME4	NM_001286435.2	16	1	393088	396999	NME4	mRNA
NME4	NM_005009.3	16	1	393088	396999	NME4	mRNA
NME4	NM_001286433.2	16	1	393088	396999	NME4	mRNA
NME4	NM_001286440.2	16	1	393987	396999	NME4	mRNA
DECR2	NM_020664.4	16	1	398130	408668	DECR2	mRNA
RAB11FIP3	XR_008484754.1	16	1	421839	477200	RAB11FIP3	transcript
RAB11FIP3	NM_001370401.1	16	1	421839	526088	RAB11FIP3	mRNA
RAB11FIP3	NM_014700.4	16	1	421839	526088	RAB11FIP3	mRNA
RAB11FIP3	XM_054314494.1	16	1	421839	505501	RAB11FIP3	mRNA
RAB11FIP3	XM_054314498.1	16	1	421839	499284	RAB11FIP3	mRNA
RAB11FIP3	XM_054314499.1	16	1	421839	499284	RAB11FIP3	mRNA
RAB11FIP3	XM_054314496.1	16	1	473715	526088	RAB11FIP3	mRNA
RAB11FIP3	XM_054314497.1	16	1	474470	526088	RAB11FIP3	mRNA
RAB11FIP3	XM_054314495.1	16	1	474470	526088	RAB11FIP3	mRNA
RAB11FIP3	NM_001142272.2	16	1	474470	526088	RAB11FIP3	mRNA
LOC124907820	XR_007086793.1	16	1	490591	493486	LOC124907820	transcript
LINC00235	NR_024121.1	16	-1	529924	530484	LINC00235	lnc_RNA
CAPN15	XM_054313766.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313769.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313762.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313772.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313763.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313773.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313760.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313759.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313764.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313767.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313774.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	NM_005632.3	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313765.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313771.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313775.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313777.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313770.1	16	1	530789	558054	CAPN15	mRNA
CAPN15	XM_054313768.1	16	1	531216	558054	CAPN15	mRNA
CAPN15	XM_054313761.1	16	1	531835	558054	CAPN15	mRNA
CAPN15	XM_054313778.1	16	1	532423	558054	CAPN15	mRNA
MIR5587	NR_049852.1	16	1	538393	538445	MIR5587	primary_transcript
MIR5587	unassigned_transcript_2827	16	1	538393	538410	MIR5587	miRNA
MIR5587	unassigned_transcript_2828	16	1	538425	538445	MIR5587	miRNA
CAPN15	XM_054313776.1	16	1	543455	558054	CAPN15	mRNA
MIR3176	NR_036137.1	16	1	546354	546443	MIR3176	primary_transcript
MIR3176	unassigned_transcript_2829	16	1	546413	546431	MIR3176	miRNA
PRR35	XM_054379662.1	16	1	563204	568946	PRR35	mRNA
PRR35	NM_145270.3	16	1	563812	568946	PRR35	mRNA
PRR35	XM_054379663.1	16	1	564315	568946	PRR35	mRNA
PRR35	XM_054379664.1	16	1	565987	568946	PRR35	mRNA
NHLRC4	NM_001301159.2	16	1	570422	572912	NHLRC4	mRNA
NHLRC4	NM_176677.3	16	1	570422	572912	NHLRC4	mRNA
PIGQ	NM_004204.5	16	1	573385	587926	PIGQ	mRNA
PIGQ	NM_148920.4	16	1	573385	587926	PIGQ	mRNA
RAB40C	NM_001172663.2	16	1	593278	633302	RAB40C	mRNA
RAB40C	NM_001172664.2	16	1	593590	633302	RAB40C	mRNA
RAB40C	NM_021168.5	16	1	593987	633302	RAB40C	mRNA
RAB40C	NM_001172665.2	16	1	593987	633302	RAB40C	mRNA
RAB40C	NM_001172666.2	16	1	593987	633302	RAB40C	mRNA
WFIKKN1	NM_053284.3	16	1	635019	638150	WFIKKN1	mRNA
METTL26	NR_109979.2	16	-1	638463	640372	METTL26	transcript
METTL26	NR_109977.2	16	-1	638463	640372	METTL26	transcript
METTL26	NR_109976.2	16	-1	638463	640372	METTL26	transcript
METTL26	NR_109978.2	16	-1	638463	640372	METTL26	transcript
METTL26	NM_001040161.3	16	-1	638463	640372	METTL26	mRNA
METTL26	NM_001040162.3	16	-1	638463	640372	METTL26	mRNA
METTL26	NM_001040165.3	16	-1	638463	640372	METTL26	mRNA
METTL26	NM_001288710.2	16	-1	638463	640372	METTL26	mRNA
METTL26	NM_001040160.3	16	-1	638463	640372	METTL26	mRNA
METTL26	NM_032366.5	16	-1	638463	640372	METTL26	mRNA
METTL26	XM_054314190.1	16	-1	638463	640372	METTL26	mRNA
METTL26	XM_054314189.1	16	-1	638463	640372	METTL26	mRNA
METTL26	XM_054314191.1	16	-1	638463	639841	METTL26	mRNA
TRG-CCC2-2	unassigned_transcript_2830	16	-1	640803	640873	TRG-CCC2-2	tRNA
LOC100287175	NR_149003.1	16	1	641019	643272	LOC100287175	lnc_RNA
MCRIP2	NR_138604.2	16	1	645896	652542	MCRIP2	transcript
MCRIP2	NR_138608.2	16	1	645896	652542	MCRIP2	transcript
MCRIP2	NR_138606.2	16	1	645896	652542	MCRIP2	transcript
MCRIP2	NR_138607.2	16	1	645896	652542	MCRIP2	transcript
MCRIP2	NR_138605.2	16	1	645896	652542	MCRIP2	transcript
MCRIP2	NM_138418.4	16	1	645896	652542	MCRIP2	mRNA
MCRIP2	NM_001331229.2	16	1	645896	652542	MCRIP2	mRNA
MCRIP2	NM_001331230.2	16	1	645896	652542	MCRIP2	mRNA
MCRIP2	NR_138609.2	16	1	646322	652542	MCRIP2	transcript
MCRIP2	NR_138610.1	16	1	647122	652542	MCRIP2	transcript
MCRIP2	NR_138611.1	16	1	647122	652542	MCRIP2	transcript
LOC105371038	NR_135177.1	16	-1	652526	653381	LOC105371038	lnc_RNA
WDR90	XM_054379776.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379753.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379766.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379755.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379767.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379790.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379779.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379781.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379756.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379770.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379792.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379772.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379762.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379782.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379785.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379754.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379768.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379783.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379757.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379771.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379773.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379763.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379784.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379765.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379789.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379791.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379774.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379795.1	16	1	653047	671905	WDR90	mRNA
WDR90	XM_054379758.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438709.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379786.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438707.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438710.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438714.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438712.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379764.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379788.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379759.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438708.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438711.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379797.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_145294.5	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379787.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379793.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379769.1	16	1	653433	671905	WDR90	mRNA
WDR90	NM_001438713.1	16	1	653433	671905	WDR90	mRNA
WDR90	XM_054379798.1	16	1	653433	669647	WDR90	mRNA
WDR90	XM_054379799.1	16	1	653433	669647	WDR90	mRNA
WDR90	XM_054379800.1	16	1	658995	671905	WDR90	mRNA
WDR90	XM_054379801.1	16	1	661868	671905	WDR90	mRNA
RHOT2	XM_054314282.1	16	1	672158	678249	RHOT2	mRNA
RHOT2	XM_054314283.1	16	1	672158	678249	RHOT2	mRNA
RHOT2	NM_001352287.1	16	1	672158	678249	RHOT2	mRNA
RHOT2	XM_054314284.1	16	1	672158	678249	RHOT2	mRNA
RHOT2	XM_054314287.1	16	1	672158	678249	RHOT2	mRNA
RHOT2	XM_054314285.1	16	1	672158	678249	RHOT2	mRNA
RHOT2	NR_147954.2	16	1	672207	678246	RHOT2	transcript
RHOT2	NR_147956.2	16	1	672207	678246	RHOT2	transcript
RHOT2	NR_147953.2	16	1	672207	678246	RHOT2	transcript
RHOT2	NR_147955.2	16	1	672207	678246	RHOT2	transcript
RHOT2	XM_054314281.1	16	1	672207	678249	RHOT2	mRNA
RHOT2	NM_001352275.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352290.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_138769.3	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352289.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352294.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352278.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352280.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352292.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352281.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352284.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352285.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352276.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352277.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352279.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352291.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352282.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352293.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352283.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352288.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	NM_001352286.2	16	1	672207	678246	RHOT2	mRNA
RHOT2	XM_054314286.1	16	1	672207	676889	RHOT2	mRNA
RHOT2	XM_054314280.1	16	1	672584	678249	RHOT2	mRNA
RHOT2	XM_054314279.1	16	1	673056	678249	RHOT2	mRNA
RHBDL1	NM_001278720.2	16	1	679746	682343	RHBDL1	mRNA
RHBDL1	XM_054314310.1	16	1	679746	682343	RHBDL1	mRNA
RHBDL1	NM_001278721.2	16	1	679746	682343	RHBDL1	mRNA
RHBDL1	NM_001318733.2	16	1	680139	682343	RHBDL1	mRNA
RHBDL1	XM_054314309.1	16	1	680139	682343	RHBDL1	mRNA
STUB1-DT	NR_136337.1	16	-1	682593	683852	STUB1-DT	transcript
STUB1	NM_001293197.2	16	1	684485	686876	STUB1	mRNA
STUB1	NM_005861.4	16	1	684485	686876	STUB1	mRNA
JMJD8	NR_136652.3	16	-1	685745	688409	JMJD8	transcript
JMJD8	NR_136650.3	16	-1	685745	688409	JMJD8	transcript
JMJD8	NR_136651.3	16	-1	685745	688409	JMJD8	transcript
JMJD8	NM_001323922.3	16	-1	685745	688409	JMJD8	mRNA
JMJD8	NM_001323920.3	16	-1	685745	688409	JMJD8	mRNA
JMJD8	NM_001323919.3	16	-1	685745	688409	JMJD8	mRNA
JMJD8	NM_001323918.3	16	-1	685745	688409	JMJD8	mRNA
JMJD8	NM_001005920.4	16	-1	685745	688409	JMJD8	mRNA
WDR24	NM_032259.4	16	-1	688697	694473	WDR24	mRNA
WDR24	XM_054314151.1	16	-1	688697	693163	WDR24	mRNA
FBXL16	NM_153350.4	16	-1	696575	709982	FBXL16	mRNA
METRN	NM_024042.4	16	1	719300	723837	METRN	mRNA
ANTKMT	NM_023933.3	16	1	725320	726764	ANTKMT	mRNA
ANTKMT	NM_001271285.2	16	1	725320	726764	ANTKMT	mRNA
CCDC78	NR_165384.1	16	-1	726756	731054	CCDC78	transcript
CCDC78	NR_165383.1	16	-1	726756	731054	CCDC78	transcript
CCDC78	NR_165386.1	16	-1	726756	730617	CCDC78	transcript
CCDC78	NR_165385.1	16	-1	726756	730617	CCDC78	transcript
CCDC78	NR_165382.1	16	-1	726756	730617	CCDC78	transcript
CCDC78	NM_001378033.1	16	-1	726756	731054	CCDC78	mRNA
CCDC78	XM_054379584.1	16	-1	726756	731054	CCDC78	mRNA
CCDC78	XM_054379583.1	16	-1	726756	731054	CCDC78	mRNA
CCDC78	XM_054379582.1	16	-1	726756	731054	CCDC78	mRNA
CCDC78	XM_054379581.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	NM_001378031.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	NM_001031737.3	16	-1	726756	730617	CCDC78	mRNA
CCDC78	NM_001378030.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379580.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379579.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379574.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379578.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379577.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379576.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379575.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379573.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379567.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379566.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379564.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379572.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379571.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379570.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379569.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379568.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379565.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379563.1	16	-1	726756	730617	CCDC78	mRNA
CCDC78	XM_054379585.1	16	-1	729081	730617	CCDC78	mRNA
HAGHL	NM_032304.4	16	1	731280	733889	HAGHL	mRNA
HAGHL	XM_054314187.1	16	1	731280	733889	HAGHL	mRNA
HAGHL	NM_001323635.2	16	1	731280	733889	HAGHL	mRNA
HAGHL	NM_001323636.2	16	1	731280	733889	HAGHL	mRNA
HAGHL	XM_054314186.1	16	1	731280	733889	HAGHL	mRNA
HAGHL	XM_054314183.1	16	1	731280	733889	HAGHL	mRNA
HAGHL	NM_207112.2	16	1	731280	733889	HAGHL	mRNA
HAGHL	NM_001290139.2	16	1	731280	733889	HAGHL	mRNA
HAGHL	XM_054314185.1	16	1	731280	733889	HAGHL	mRNA
HAGHL	XM_054314184.1	16	1	731280	733889	HAGHL	mRNA
HAGHL	NM_001290137.2	16	1	731280	733889	HAGHL	mRNA
HAGHL	NM_001365282.1	16	1	731280	733889	HAGHL	mRNA
HAGHL	XM_054314182.1	16	1	731280	733455	HAGHL	mRNA
CIAO3	NM_022493.3	16	-1	733939	745171	CIAO3	mRNA
CIAO3	NM_001304799.2	16	-1	733939	745171	CIAO3	mRNA
MSLN	NM_005823.6	16	1	764710	773380	MSLN	mRNA
MSLN	NM_001177355.3	16	1	764710	773380	MSLN	mRNA
MSLN	NM_013404.4	16	1	765049	773383	MSLN	mRNA
MIR662	NR_030384.1	16	1	774893	774987	MIR662	primary_transcript
MIR662	unassigned_transcript_2831	16	1	774953	774973	MIR662	miRNA
RPUSD1	NM_001324412.2	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001324413.2	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001324410.2	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001369658.1	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001324414.2	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001369659.1	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001324411.2	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_058192.3	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001324086.2	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001369660.1	16	-1	789685	793092	RPUSD1	mRNA
RPUSD1	NM_001324415.2	16	-1	789685	793092	RPUSD1	mRNA
CHTF18	XM_054313601.1	16	1	793329	802898	CHTF18	mRNA
CHTF18	XM_054313603.1	16	1	793329	802898	CHTF18	mRNA
CHTF18	NM_022092.3	16	1	793329	802898	CHTF18	mRNA
CHTF18	XM_054313602.1	16	1	793375	802898	CHTF18	mRNA
GNG13	NM_016541.3	16	-1	802865	805558	GNG13	mRNA
LMF1	NR_147885.2	16	-1	860524	981773	LMF1	transcript
LMF1	NM_001352019.2	16	-1	860524	992407	LMF1	mRNA
LMF1	NM_001352017.2	16	-1	860524	992407	LMF1	mRNA
LMF1	NM_001352018.2	16	-1	860524	992407	LMF1	mRNA
LMF1	NM_001352020.1	16	-1	860524	981788	LMF1	mRNA
LMF1	NM_022773.4	16	-1	860524	981773	LMF1	mRNA
LMF1	NM_001352021.2	16	-1	860524	981773	LMF1	mRNA
LOC124903619	XM_047446673.1	16	-1	911729	921340	LOC124903619	mRNA
LOC124903619	XM_047446674.1	16	-1	911729	921340	LOC124903619	mRNA
LOC124903619	XM_047446675.1	16	-1	911729	915497	LOC124903619	mRNA
LMF1-AS1	NR_110945.1	16	1	932362	945729	LMF1-AS1	lnc_RNA
LMF1-AS1	NR_110946.1	16	1	932362	945729	LMF1-AS1	lnc_RNA
CEROX1	NR_164338.1	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_164341.1	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_036442.3	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_164342.1	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_164343.1	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_164340.1	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_164339.1	16	-1	986526	992407	CEROX1	lnc_RNA
CEROX1	NR_164337.1	16	-1	986526	992407	CEROX1	lnc_RNA
SOX8	NM_014587.5	16	1	992564	997779	SOX8	mRNA
SSTR5-AS1	NR_027242.1	16	-1	1075762	1090488	SSTR5-AS1	lnc_RNA
SSTR5	NM_001172560.3	16	1	1084408	1093211	SSTR5	mRNA
SSTR5	NM_001053.4	16	1	1090583	1093211	SSTR5	mRNA
C1QTNF8	XR_008489089.1	16	-1	1099983	1108623	C1QTNF8	transcript
C1QTNF8	NM_207419.3	16	-1	1099983	1108561	C1QTNF8	mRNA
C1QTNF8	XM_054380315.1	16	-1	1101171	1108623	C1QTNF8	mRNA
C1QTNF8	XM_054380317.1	16	-1	1101171	1108623	C1QTNF8	mRNA
C1QTNF8	XM_054380316.1	16	-1	1101171	1108623	C1QTNF8	mRNA
