LOC102723376	NR_110795.1	10	1	4728	8582	LOC102723376	lnc_RNA
IDI1	XM_054365756.1	10	-1	1036296	1040908	IDI1	mRNA
IDI1	NR_134301.1	10	-1	1036563	1045976	IDI1	transcript
IDI1	NM_004508.4	10	-1	1036563	1045729	IDI1	mRNA
WDR37	NM_014023.4	10	1	1053000	1128899	WDR37	mRNA
LOC105376344	XR_007081320.1	10	-1	1148819	1156271	LOC105376344	lnc_RNA
LOC105376344	XR_007081319.1	10	-1	1148819	1156271	LOC105376344	lnc_RNA
LOC105376344	XR_007081318.1	10	-1	1148819	1156271	LOC105376344	lnc_RNA
LINC00200	NR_015376.2	10	1	1156489	1161402	LINC00200	lnc_RNA
ADARB2	NM_018702.4	10	-1	1174042	1734916	ADARB2	mRNA
LOC105376342	XR_007081321.1	10	1	1358513	1360852	LOC105376342	lnc_RNA
LOC124902364	XR_007081322.1	10	1	1405446	1410055	LOC124902364	lnc_RNA
ADARB2-AS1	NR_033387.2	10	1	1526144	1554753	ADARB2-AS1	lnc_RNA
ADARB2-AS1	NR_152792.1	10	1	1544575	1554753	ADARB2-AS1	lnc_RNA
LOC105376345	XR_007081324.1	10	-1	1741003	1769672	LOC105376345	lnc_RNA
LOC105376345	XR_007081323.1	10	-1	1743444	1769672	LOC105376345	lnc_RNA
LOC105376346	XR_007081326.1	10	1	1969132	1987793	LOC105376346	lnc_RNA
LOC105376346	XR_007081325.1	10	1	1969132	1975297	LOC105376346	lnc_RNA
LINC00700	NR_040253.2	10	-1	2002915	2011790	LINC00700	lnc_RNA
MIR6072	NR_106720.1	10	-1	2073964	2074034	MIR6072	primary_transcript
MIR6072	unassigned_transcript_1791	10	-1	2073976	2073997	MIR6072	miRNA
LINC02662	NR_184091.1	10	-1	2167013	2187489	LINC02662	lnc_RNA
LINC02662	NR_184092.1	10	-1	2167013	2187489	LINC02662	lnc_RNA
LINC02662	NR_184093.1	10	-1	2183156	2187489	LINC02662	lnc_RNA
LINC02662	NR_184094.1	10	-1	2183156	2187489	LINC02662	lnc_RNA
LOC107984168	XR_007081332.1	10	1	2207193	2223438	LOC107984168	lnc_RNA
LINC00701	NR_038884.1	10	-1	2298595	2313332	LINC00701	lnc_RNA
LOC105376349	XR_007081544.1	10	1	2316766	2323456	LOC105376349	lnc_RNA
LOC105376349	XR_007081543.1	10	1	2320362	2323456	LOC105376349	lnc_RNA
LINC02645	NR_136146.1	10	-1	2444969	2500246	LINC02645	lnc_RNA
LOC105376350	NR_188171.1	10	1	2500574	2617984	LOC105376350	lnc_RNA
LOC105376350	NR_188172.1	10	1	2500574	2617984	LOC105376350	lnc_RNA
LOC105376350	NR_188173.1	10	1	2500574	2617984	LOC105376350	lnc_RNA
LOC105376350	NR_188174.1	10	1	2500574	2617984	LOC105376350	lnc_RNA
LOC105376350	NR_188175.1	10	1	2500574	2566755	LOC105376350	lnc_RNA
LOC105376350	NR_188176.1	10	1	2500574	2566755	LOC105376350	lnc_RNA
LOC105376352	XR_007081456.1	10	-1	2976211	2986250	LOC105376352	lnc_RNA
LOC105376352	XR_007081455.1	10	-1	2983955	2986250	LOC105376352	lnc_RNA
LOC105376352	XR_007081454.1	10	-1	2983955	2986250	LOC105376352	lnc_RNA
PFKP-DT	NR_160681.1	10	-1	3054024	3068034	PFKP-DT	lnc_RNA
PFKP-DT	NR_160682.1	10	-1	3066421	3068034	PFKP-DT	lnc_RNA
PFKP	XM_054366086.1	10	1	3068649	3138082	PFKP	mRNA
PFKP	NM_001323071.2	10	1	3068649	3138079	PFKP	mRNA
PFKP	NM_001410880.1	10	1	3068649	3138079	PFKP	mRNA
PFKP	NM_002627.5	10	1	3068649	3138079	PFKP	mRNA
PFKP	NM_001323068.2	10	1	3068649	3138079	PFKP	mRNA
PFKP	NM_001323069.2	10	1	3068649	3138079	PFKP	mRNA
PFKP	NM_001323067.2	10	1	3069071	3138079	PFKP	mRNA
PFKP	XM_054366085.1	10	1	3069728	3138082	PFKP	mRNA
PFKP	NM_001323072.2	10	1	3069728	3138079	PFKP	mRNA
PFKP	NM_001242339.2	10	1	3069728	3138079	PFKP	mRNA
PFKP	XM_054366084.1	10	1	3070290	3138082	PFKP	mRNA
PFKP	NM_001345944.1	10	1	3070290	3138079	PFKP	mRNA
PFKP	XM_054366087.1	10	1	3091828	3138082	PFKP	mRNA
PFKP	NM_001323074.1	10	1	3105915	3138082	PFKP	mRNA
PFKP	NM_001323070.1	10	1	3105915	3138082	PFKP	mRNA
PFKP	NM_001323073.1	10	1	3105915	3138082	PFKP	mRNA
SNORD142	NR_132758.2	10	1	3135380	3135574	SNORD142	snoRNA
PITRM1	NM_001347730.1	10	-1	3138971	3173921	PITRM1	mRNA
PITRM1	NM_001347729.1	10	-1	3138971	3173921	PITRM1	mRNA
PITRM1	NR_144638.2	10	-1	3138972	3173987	PITRM1	transcript
PITRM1	NR_144640.2	10	-1	3138972	3173987	PITRM1	transcript
PITRM1	NR_144641.2	10	-1	3138972	3173987	PITRM1	transcript
PITRM1	NR_144639.2	10	-1	3138972	3173987	PITRM1	transcript
PITRM1	NM_001242309.1	10	-1	3138972	3174045	PITRM1	mRNA
PITRM1	NM_001347726.2	10	-1	3138972	3173987	PITRM1	mRNA
PITRM1	NM_001347727.2	10	-1	3138972	3173987	PITRM1	mRNA
PITRM1	NM_001347728.2	10	-1	3138972	3173987	PITRM1	mRNA
PITRM1	NM_001347725.2	10	-1	3138972	3173987	PITRM1	mRNA
PITRM1	NM_014889.4	10	-1	3138972	3173987	PITRM1	mRNA
PITRM1	NM_001242307.2	10	-1	3138972	3173987	PITRM1	mRNA
PITRM1-AS1	NR_038284.1	10	1	3142845	3149869	PITRM1-AS1	lnc_RNA
PITRM1	XM_054364491.1	10	-1	3148865	3173987	PITRM1	mRNA
PITRM1	XM_054364490.1	10	-1	3149416	3173987	PITRM1	mRNA
LINC02668	NR_187504.1	10	-1	3233438	3258865	LINC02668	lnc_RNA
LINC02668	NR_187502.1	10	-1	3233438	3258865	LINC02668	lnc_RNA
LINC02668	NR_187506.1	10	-1	3247560	3258865	LINC02668	lnc_RNA
LOC105376353	NR_164118.1	10	1	3250491	3254700	LOC105376353	lnc_RNA
LOC105376353	NR_164119.1	10	1	3250491	3254700	LOC105376353	lnc_RNA
LOC107987146	XR_007080889.1	10	1	3278014	3283702	LOC107987146	lnc_RNA
LOC105376356	XR_007081548.1	10	-1	3306511	3315396	LOC105376356	lnc_RNA
LOC124902565	XM_047445713.1	10	-1	3318376	3323155	LOC124902565	mRNA
LOC105376360	NR_131187.1	10	1	3321031	3754639	LOC105376360	lnc_RNA
LOC105376358	XR_007080890.1	10	-1	3394054	3399716	LOC105376358	lnc_RNA
LINC02669	NR_155743.1	10	-1	3437467	3506729	LINC02669	lnc_RNA
LOC107984192	XR_007080891.1	10	1	3487440	3495537	LOC107984192	lnc_RNA
LINC02669	NR_155744.1	10	-1	3490528	3506729	LINC02669	lnc_RNA
LINC02669	NR_155746.1	10	-1	3490533	3506729	LINC02669	lnc_RNA
LINC02669	NR_155745.1	10	-1	3499840	3506729	LINC02669	lnc_RNA
LOC107984193	XR_007080892.1	10	-1	3641439	3651154	LOC107984193	lnc_RNA
LOC124902540	XR_007080893.1	10	-1	3755702	3759169	LOC124902540	lnc_RNA
LOC105376361	XR_007080894.1	10	-1	3760453	3761922	LOC105376361	lnc_RNA
LOC105376363	XR_007080896.1	10	1	3764174	3773217	LOC105376363	lnc_RNA
LOC105376363	XR_007080895.1	10	1	3766268	3773217	LOC105376363	lnc_RNA
KLF6	NR_027653.2	10	-1	3779895	3789103	KLF6	transcript
KLF6	NM_001160124.2	10	-1	3779895	3789103	KLF6	mRNA
KLF6	NM_001160125.2	10	-1	3779895	3789103	KLF6	mRNA
KLF6	NM_001300.6	10	-1	3779895	3789103	KLF6	mRNA
LOC105376364	XR_007080897.1	10	1	3810617	3812416	LOC105376364	lnc_RNA
LINC02639	NR_134490.1	10	1	3837817	3838595	LINC02639	lnc_RNA
LINC02660	NR_183980.1	10	1	3915937	3939814	LINC02660	lnc_RNA
LINC02660	NR_183982.1	10	1	3915937	3939814	LINC02660	lnc_RNA
LINC02660	NR_183983.1	10	1	3915937	3939814	LINC02660	lnc_RNA
LINC02660	NR_183981.1	10	1	3915937	3939814	LINC02660	lnc_RNA
LINC02660	NR_183984.1	10	1	3915937	3939814	LINC02660	lnc_RNA
LOC105376367	XR_007080902.1	10	1	3946599	3953318	LOC105376367	lnc_RNA
LOC105376367	XR_007080903.1	10	1	3946599	3953318	LOC105376367	lnc_RNA
LOC105376367	XR_007080904.1	10	1	3949386	3953318	LOC105376367	lnc_RNA
MIR6078	NR_106726.1	10	1	3995091	3995190	MIR6078	primary_transcript
MIR6078	unassigned_transcript_1792	10	1	3995109	3995127	MIR6078	miRNA
LOC107984195	NR_176060.1	10	1	4028818	4088096	LOC107984195	lnc_RNA
LOC107984195	NR_176071.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176064.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176068.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176070.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176065.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176069.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176062.1	10	1	4028818	4056913	LOC107984195	lnc_RNA
LOC107984195	NR_176063.1	10	1	4028818	4051214	LOC107984195	lnc_RNA
LOC107984195	NR_176067.1	10	1	4028818	4051214	LOC107984195	lnc_RNA
LOC107984195	NR_176066.1	10	1	4028818	4051214	LOC107984195	lnc_RNA
LOC107984195	NR_176061.1	10	1	4055147	4056913	LOC107984195	lnc_RNA
LOC105376368	XR_007080908.1	10	1	4153725	4178614	LOC105376368	lnc_RNA
LOC105376368	XR_007080909.1	10	1	4153725	4178614	LOC105376368	lnc_RNA
LINC00702	NR_108040.1	10	-1	4211048	4248084	LINC00702	lnc_RNA
LOC105376369	XR_007080910.1	10	1	4245985	4259423	LOC105376369	lnc_RNA
LOC105376370	XR_007080911.1	10	1	4336980	4339422	LOC105376370	lnc_RNA
LOC105376370	XR_007080912.1	10	1	4336980	4339422	LOC105376370	lnc_RNA
LOC105376371	XR_007080913.1	10	-1	4371772	4373273	LOC105376371	lnc_RNA
LOC105376372	XR_007080915.1	10	-1	4386802	4408922	LOC105376372	lnc_RNA
LINC00703	NR_108054.1	10	1	4386834	4413184	LINC00703	lnc_RNA
LINC00703	NR_108055.1	10	1	4386834	4413184	LINC00703	lnc_RNA
LOC105376372	XR_007080914.1	10	-1	4387728	4408922	LOC105376372	lnc_RNA
LINC00703	NR_108056.1	10	1	4409041	4413184	LINC00703	lnc_RNA
MANCR	NR_024475.1	10	-1	4652609	4678492	MANCR	lnc_RNA
LINC00705	NR_015425.1	10	1	4658578	4664842	LINC00705	lnc_RNA
LOC105376373	XR_007080917.1	10	1	4671989	4689772	LOC105376373	lnc_RNA
LOC105376373	XR_007080916.1	10	1	4671989	4680076	LOC105376373	lnc_RNA
LOC105376375	XR_007080918.1	10	-1	4706600	4767173	LOC105376375	lnc_RNA
LOC107984197	XR_007080919.1	10	1	4706639	4721855	LOC107984197	lnc_RNA
LOC105376374	XR_007080920.1	10	-1	4758008	4764676	LOC105376374	lnc_RNA
AKR1E2	XR_008488288.1	10	1	4825330	4873573	AKR1E2	transcript
AKR1E2	XR_008488289.1	10	1	4825330	4848395	AKR1E2	transcript
AKR1E2	XM_054366877.1	10	1	4825330	4848395	AKR1E2	mRNA
AKR1E2	NR_073126.1	10	1	4826534	4848395	AKR1E2	transcript
AKR1E2	NR_073125.2	10	1	4826564	4848395	AKR1E2	transcript
AKR1E2	NR_073127.2	10	1	4826564	4848395	AKR1E2	transcript
AKR1E2	XR_008488292.1	10	1	4826564	4848395	AKR1E2	transcript
AKR1E2	XR_008488290.1	10	1	4826564	4847614	AKR1E2	transcript
AKR1E2	XR_008488291.1	10	1	4826564	4847614	AKR1E2	transcript
AKR1E2	XR_008488293.1	10	1	4826564	4847614	AKR1E2	transcript
AKR1E2	XR_008488295.1	10	1	4826564	4847614	AKR1E2	transcript
AKR1E2	XR_008488294.1	10	1	4826564	4847614	AKR1E2	transcript
AKR1E2	XM_054366878.1	10	1	4826564	4854757	AKR1E2	mRNA
AKR1E2	NM_001040177.3	10	1	4826564	4848395	AKR1E2	mRNA
AKR1E2	XM_054366880.1	10	1	4826564	4848395	AKR1E2	mRNA
AKR1E2	NM_001271021.2	10	1	4826564	4848395	AKR1E2	mRNA
AKR1E2	NM_001271025.2	10	1	4826564	4848395	AKR1E2	mRNA
AKR1E2	XM_054366879.1	10	1	4826564	4848395	AKR1E2	mRNA
AKR1E2	XM_054366881.1	10	1	4826564	4842869	AKR1E2	mRNA
AKR1C6P	NR_026743.1	10	-1	4872003	4916605	AKR1C6P	transcript
AKR1C1	NM_001353.6	10	1	4963746	4983614	AKR1C1	mRNA
LOC124902365	XR_007080922.1	10	-1	4970144	4972915	LOC124902365	lnc_RNA
LOC124902365	XR_007080921.1	10	-1	4970144	4972575	LOC124902365	lnc_RNA
AKR1C2	NM_205845.3	10	-1	4988109	5018344	AKR1C2	mRNA
AKR1C2	NM_001354.6	10	-1	4988109	5018344	AKR1C2	mRNA
AKR1C2	XM_054364925.1	10	-1	4988109	5018344	AKR1C2	mRNA
AKR1C2	XM_054364926.1	10	-1	4988109	5018344	AKR1C2	mRNA
AKR1C2	NM_001321027.2	10	-1	4988109	5004194	AKR1C2	mRNA
AKR1C2	NM_001393392.1	10	-1	4988109	5004194	AKR1C2	mRNA
LOC101928051	NR_188167.1	10	1	4995915	4998114	LOC101928051	lnc_RNA
AKR1C2	NM_001135241.3	10	-1	5000248	5004194	AKR1C2	mRNA
LOC107984198	XR_007080925.1	10	1	5030130	5041146	LOC107984198	lnc_RNA
LOC107984198	XR_007080924.1	10	1	5033547	5081514	LOC107984198	lnc_RNA
AKR1C3	NM_001253908.2	10	1	5049294	5108188	AKR1C3	mRNA
LOC124902366	XR_007080926.1	10	-1	5066548	5068892	LOC124902366	lnc_RNA
LOC124900291	XR_007081549.1	10	-1	5093933	5094068	LOC124900291	snoRNA
AKR1C3	NM_003739.6	10	1	5094939	5108188	AKR1C3	mRNA
AKR1C3	NM_001253909.2	10	1	5094939	5098700	AKR1C3	mRNA
AKR1C8	XR_008488203.1	10	-1	5115808	5186948	AKR1C8	transcript
AKR1C8	XR_008488209.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_008488207.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_008488206.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_008488208.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_008488205.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_008488204.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_008488202.1	10	-1	5116313	5186948	AKR1C8	transcript
AKR1C8	XR_007080927.1	10	-1	5116313	5133717	AKR1C8	transcript
AKR1C8	XR_008488210.1	10	-1	5133793	5186948	AKR1C8	transcript
AKR1C8	XM_054365731.1	10	-1	5136903	5186948	AKR1C8	mRNA
AKR1C8	XM_054365732.1	10	-1	5147200	5186948	AKR1C8	mRNA
AKR1C8	NR_027916.3	10	-1	5154370	5186922	AKR1C8	transcript
AKR1C8	NM_001395972.1	10	-1	5154370	5186922	AKR1C8	mRNA
AKR1C8	XM_054365733.1	10	-1	5160644	5186948	AKR1C8	mRNA
AKR1C4	NM_001818.5	10	1	5198604	5220700	AKR1C4	mRNA
LINC02561	NR_149060.1	10	-1	5267733	5272987	LINC02561	lnc_RNA
UCN3	NM_053049.4	10	1	5366734	5377963	UCN3	mRNA
TUBAL3	NM_001171864.2	10	-1	5396486	5408211	TUBAL3	mRNA
TUBAL3	NM_024803.3	10	-1	5396486	5408211	TUBAL3	mRNA
NET1	NM_001047160.3	10	1	5415941	5462403	NET1	mRNA
NET1	NR_073040.1	10	1	5449900	5462403	NET1	transcript
NET1	NM_005863.5	10	1	5449958	5462403	NET1	mRNA
CALML5	NM_017422.5	10	-1	5501934	5502807	CALML5	mRNA
CALML3-AS1	NR_120497.1	10	-1	5517480	5529514	CALML3-AS1	lnc_RNA
CALML3-AS1	NR_120496.1	10	-1	5517480	5529514	CALML3-AS1	lnc_RNA
CALML3	NM_005185.4	10	1	5528229	5530040	CALML3	mRNA
LOC105376380	XR_007080929.1	10	-1	5552606	5555346	LOC105376380	lnc_RNA
LOC105376380	XR_007080928.1	10	-1	5552606	5555346	LOC105376380	lnc_RNA
LOC105376381	XR_007080930.1	10	-1	5566421	5570165	LOC105376381	lnc_RNA
LASTR	NR_134491.1	10	-1	5598813	5599947	LASTR	lnc_RNA
LINC02678	XR_007080931.1	10	-1	5611354	5614415	LINC02678	lnc_RNA
LINC02677	NR_184031.1	10	-1	5620423	5622013	LINC02677	lnc_RNA
LINC02677	NR_184032.1	10	-1	5620423	5622013	LINC02677	lnc_RNA
LOC107984199	XR_007080934.1	10	-1	5628183	5636830	LOC107984199	lnc_RNA
ASB13	NR_024581.2	10	-1	5642670	5670391	ASB13	transcript
ASB13	NR_037164.2	10	-1	5642670	5670391	ASB13	transcript
ASB13	NM_024701.4	10	-1	5642670	5670391	ASB13	mRNA
TASOR2	NR_135800.2	10	1	5688634	5691211	TASOR2	transcript
TASOR2	NM_001321783.2	10	1	5688634	5767529	TASOR2	mRNA
TASOR2	NM_001321785.2	10	1	5688634	5767529	TASOR2	mRNA
TASOR2	NM_001321784.2	10	1	5688634	5767529	TASOR2	mRNA
TASOR2	NM_017782.5	10	1	5688634	5767529	TASOR2	mRNA
TASOR2	NM_001387328.1	10	1	5696599	5767529	TASOR2	mRNA
GDI2	NM_001115156.2	10	-1	5769012	5817195	GDI2	mRNA
GDI2	NM_001494.4	10	-1	5769012	5817195	GDI2	mRNA
LOC124902367	XR_007080935.1	10	-1	5806750	5816958	LOC124902367	lnc_RNA
TRV-TAC3-1	unassigned_transcript_1793	10	-1	5854235	5854307	TRV-TAC3-1	tRNA
ANKRD16	NM_019046.3	10	-1	5862155	5890421	ANKRD16	mRNA
ANKRD16	NM_001009943.3	10	-1	5878610	5890421	ANKRD16	mRNA
ANKRD16	NM_001009941.3	10	-1	5878610	5890421	ANKRD16	mRNA
FBH1	NM_001258452.2	10	1	5890100	5938280	FBH1	mRNA
FBH1	NM_001258453.2	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367002.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367012.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367007.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367017.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367013.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367004.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367006.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367010.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367015.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367003.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	NM_178150.3	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367008.1	10	1	5890771	5938280	FBH1	mRNA
FBH1	XM_054367014.1	10	1	5890771	5938280	FBH1	mRNA
