DDX11L5	NR_051986.1	9	1	5788	8326	DDX11L5	transcript
ZNG1A	XM_054363287.1	9	-1	140686	173385	ZNG1A	mRNA
ZNG1A	XM_054363286.1	9	-1	140686	173385	ZNG1A	mRNA
ZNG1A	NR_174354.1	9	-1	166815	173385	ZNG1A	transcript
ZNG1A	NM_001399796.1	9	-1	166815	173385	ZNG1A	mRNA
ZNG1A	NM_001399797.1	9	-1	166815	173385	ZNG1A	mRNA
LOC105375943	XR_007080204.1	9	-1	185289	193691	LOC105375943	lnc_RNA
DOCK8-AS1	NR_160804.1	9	-1	207485	209777	DOCK8-AS1	lnc_RNA
DOCK8	NM_203447.4	9	1	208892	464924	DOCK8	mRNA
DOCK8	NM_001193536.2	9	1	267374	464924	DOCK8	mRNA
DOCK8	NM_001190458.2	9	1	267374	464924	DOCK8	mRNA
LOC105375945	XR_007080207.1	9	-1	353263	360377	LOC105375945	lnc_RNA
LOC105375945	XR_007080206.1	9	-1	353263	360377	LOC105375945	lnc_RNA
LOC124902108	XR_007080205.1	9	-1	453968	459616	LOC124902108	lnc_RNA
DOCK8-AS2	XR_007080208.1	9	-1	464443	469066	DOCK8-AS2	lnc_RNA
DOCK8-AS2	XR_007080209.1	9	-1	464443	468055	DOCK8-AS2	lnc_RNA
KANK1	XM_054362460.1	9	1	469752	745414	KANK1	mRNA
KANK1	NM_001256876.3	9	1	469752	745414	KANK1	mRNA
KANK1	XM_054362463.1	9	1	469754	745414	KANK1	mRNA
KANK1	XM_054362468.1	9	1	470056	745414	KANK1	mRNA
KANK1	XM_054362485.1	9	1	472651	745414	KANK1	mRNA
KANK1	XM_054362478.1	9	1	472658	745414	KANK1	mRNA
LOC105375947	XM_047445477.1	9	-1	500119	505027	LOC105375947	mRNA
KANK1	XM_054362476.1	9	1	503480	745414	KANK1	mRNA
KANK1	XM_054362477.1	9	1	503519	745414	KANK1	mRNA
KANK1	XM_054362470.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362472.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362475.1	9	1	504152	745414	KANK1	mRNA
KANK1	NM_001438412.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362488.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362481.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362473.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362464.1	9	1	504152	745414	KANK1	mRNA
KANK1	NM_001354334.2	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362487.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362480.1	9	1	504152	745414	KANK1	mRNA
KANK1	NM_001256877.3	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362462.1	9	1	504152	745414	KANK1	mRNA
KANK1	NM_001354333.2	9	1	504152	745414	KANK1	mRNA
KANK1	NM_015158.5	9	1	504152	745414	KANK1	mRNA
KANK1	NM_001354331.2	9	1	504152	745414	KANK1	mRNA
KANK1	NM_001354332.2	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362492.1	9	1	504152	745414	KANK1	mRNA
KANK1	XM_054362490.1	9	1	507835	745414	KANK1	mRNA
KANK1	XM_054362483.1	9	1	507835	745414	KANK1	mRNA
KANK1	XM_054362465.1	9	1	545494	745414	KANK1	mRNA
KANK1	XM_054362474.1	9	1	581727	745414	KANK1	mRNA
KANK1	XM_054362471.1	9	1	609450	745414	KANK1	mRNA
KANK1	XM_054362486.1	9	1	610943	745414	KANK1	mRNA
KANK1	XM_054362479.1	9	1	610943	745414	KANK1	mRNA
KANK1	XM_054362494.1	9	1	610943	745414	KANK1	mRNA
KANK1	XM_054362489.1	9	1	642251	745414	KANK1	mRNA
KANK1	XM_054362469.1	9	1	642332	745414	KANK1	mRNA
KANK1	XM_054362482.1	9	1	652572	745414	KANK1	mRNA
KANK1	XM_054362466.1	9	1	652604	745414	KANK1	mRNA
KANK1	XM_054362467.1	9	1	661428	745414	KANK1	mRNA
KANK1	XM_054362491.1	9	1	661428	745414	KANK1	mRNA
KANK1	XM_054362484.1	9	1	661428	745414	KANK1	mRNA
KANK1	XM_054362493.1	9	1	661428	745414	KANK1	mRNA
KANK1-AS1	NR_198989.1	9	-1	672971	685041	KANK1-AS1	lnc_RNA
KANK1	XM_054362500.1	9	1	682484	735813	KANK1	mRNA
KANK1	XM_054362498.1	9	1	682490	745414	KANK1	mRNA
KANK1	XM_054362496.1	9	1	682493	745414	KANK1	mRNA
KANK1	XM_054362497.1	9	1	682494	745414	KANK1	mRNA
KANK1	XM_054362495.1	9	1	682497	745414	KANK1	mRNA
KANK1	NM_001354335.2	9	1	686250	745414	KANK1	mRNA
KANK1	NM_001354336.2	9	1	686250	745414	KANK1	mRNA
KANK1	NM_001354337.2	9	1	693173	745414	KANK1	mRNA
KANK1	NM_001354339.2	9	1	693173	745414	KANK1	mRNA
KANK1	NM_001354338.2	9	1	693173	745414	KANK1	mRNA
KANK1	NM_001354340.2	9	1	693173	745414	KANK1	mRNA
KANK1	NR_148869.2	9	1	706533	745414	KANK1	transcript
KANK1	NM_001354341.2	9	1	706533	745414	KANK1	mRNA
KANK1	NM_001354343.2	9	1	706533	745414	KANK1	mRNA
KANK1	NM_153186.6	9	1	706533	745414	KANK1	mRNA
KANK1	NM_001354342.2	9	1	706533	745414	KANK1	mRNA
KANK1	NM_001354344.2	9	1	706533	745414	KANK1	mRNA
KANK1	NM_001438411.1	9	1	706533	745414	KANK1	mRNA
LOC107987042	XM_047445470.1	9	-1	706726	709948	LOC107987042	mRNA
LOC105375949	XR_007080210.1	9	-1	804685	827265	LOC105375949	lnc_RNA
LOC105375949	XR_007080212.1	9	-1	804685	827071	LOC105375949	lnc_RNA
LOC105375949	XR_007080211.1	9	-1	804685	819690	LOC105375949	lnc_RNA
DMRT1	XM_054362229.1	9	1	842204	970359	DMRT1	mRNA
DMRT1	NM_021951.3	9	1	842204	970359	DMRT1	mRNA
DMRT1	XM_054362227.1	9	1	843221	970359	DMRT1	mRNA
DMRT1	XM_054362228.1	9	1	843221	970359	DMRT1	mRNA
DMRT1	XM_054362230.1	9	1	843797	970359	DMRT1	mRNA
DMRT1	NM_001363767.1	9	1	843797	970359	DMRT1	mRNA
DMRT3	NM_021240.4	9	1	977925	992996	DMRT3	mRNA
DMRT2	XM_054361788.1	9	1	1004786	1059221	DMRT2	mRNA
DMRT2	XM_054361790.1	9	1	1048404	1059221	DMRT2	mRNA
DMRT2	XM_054361791.1	9	1	1048404	1059221	DMRT2	mRNA
DMRT2	XM_054361786.1	9	1	1048404	1059221	DMRT2	mRNA
DMRT2	XM_054361787.1	9	1	1048404	1059221	DMRT2	mRNA
LINC-ADAIN	NR_110643.1	9	1	1049812	1050310	LINC-ADAIN	lnc_RNA
DMRT2	NM_006557.7	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	NM_001370533.1	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	NM_181872.6	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	NM_001130865.3	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	XM_054361789.1	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	NM_001387557.1	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	NM_001387558.1	9	1	1052026	1059221	DMRT2	mRNA
DMRT2	NM_001370531.1	9	1	1052026	1057535	DMRT2	mRNA
DMRT2	NR_163472.1	9	1	1053156	1059221	DMRT2	transcript
DMRT2	NM_001370532.1	9	1	1053156	1059221	DMRT2	mRNA
DMRT2	NM_001387559.1	9	1	1053156	1059221	DMRT2	mRNA
DMRT2	NM_001387560.1	9	1	1054655	1059221	DMRT2	mRNA
LOC102723803	XR_007080213.1	9	1	1299992	1482582	LOC102723803	lnc_RNA
LOC102723803	XR_007080214.1	9	1	1299992	1482582	LOC102723803	lnc_RNA
LOC102723803	XR_007080215.1	9	1	1299992	1334871	LOC102723803	lnc_RNA
LOC105375951	XR_007080217.1	9	1	1703129	1965201	LOC105375951	lnc_RNA
LOC105375952	XR_007080216.1	9	-1	1927646	1932848	LOC105375952	lnc_RNA
SMARCA2	NM_003070.5	9	1	2017871	2196083	SMARCA2	mRNA
SMARCA2	NM_139045.4	9	1	2017871	2196083	SMARCA2	mRNA
SMARCA2	NM_001289397.2	9	1	2017871	2196083	SMARCA2	mRNA
SMARCA2	NM_001289396.2	9	1	2024469	2196083	SMARCA2	mRNA
SMARCA2	NM_001289398.2	9	1	2160144	2196083	SMARCA2	mRNA
SMARCA2	NM_001289400.2	9	1	2160946	2196083	SMARCA2	mRNA
SMARCA2	NM_001289399.2	9	1	2160946	2196083	SMARCA2	mRNA
LOC107987043	XR_007079864.1	9	-1	2172879	2245093	LOC107987043	lnc_RNA
LOC107987043	XR_007079866.1	9	-1	2172881	2245089	LOC107987043	lnc_RNA
LOC107987043	XR_007079865.1	9	-1	2172887	2184053	LOC107987043	lnc_RNA
LOC107987043	XR_007079867.1	9	-1	2177421	2245081	LOC107987043	lnc_RNA
LOC105375955	XR_007079868.1	9	1	2291538	2299341	LOC105375955	lnc_RNA
LOC105375955	XR_007079869.1	9	1	2291654	2299341	LOC105375955	lnc_RNA
LOC101930053	XR_007079877.1	9	-1	2387823	2496957	LOC101930053	lnc_RNA
LOC105375956	XR_007079884.1	9	1	2410540	2432684	LOC105375956	lnc_RNA
LOC101930053	XR_007079874.1	9	-1	2426608	2496959	LOC101930053	lnc_RNA
LOC101930053	XR_007079879.1	9	-1	2426608	2496957	LOC101930053	lnc_RNA
LOC101930053	XR_007079875.1	9	-1	2426608	2496957	LOC101930053	lnc_RNA
LOC101930053	XR_007079876.1	9	-1	2426608	2496957	LOC101930053	lnc_RNA
LOC101930053	XR_007079870.1	9	-1	2426608	2496957	LOC101930053	lnc_RNA
LOC101930053	XR_007079872.1	9	-1	2426608	2496957	LOC101930053	lnc_RNA
LOC101930053	XR_007079881.1	9	-1	2426608	2452393	LOC101930053	lnc_RNA
LOC101930053	XR_007079880.1	9	-1	2495110	2509272	LOC101930053	lnc_RNA
LOC101930053	XR_007079871.1	9	-1	2495110	2509272	LOC101930053	lnc_RNA
LOC101930053	XR_007079873.1	9	-1	2495110	2509272	LOC101930053	lnc_RNA
LOC101930053	XR_007079878.1	9	-1	2495110	2509272	LOC101930053	lnc_RNA
VLDLR-AS1	NR_015375.2	9	-1	2538387	2625131	VLDLR-AS1	lnc_RNA
VLDLR	NM_003383.5	9	1	2624554	2662816	VLDLR	mRNA
VLDLR	NM_001018056.3	9	1	2624554	2662816	VLDLR	mRNA
VLDLR	NM_001322225.2	9	1	2624554	2662816	VLDLR	mRNA
VLDLR	NM_001322226.2	9	1	2624554	2662816	VLDLR	mRNA
VLDLR	XM_054363754.1	9	1	2624554	2649280	VLDLR	mRNA
LOC105375957	XR_007079882.1	9	-1	2655613	2670105	LOC105375957	lnc_RNA
LOC105375957	XR_007079883.1	9	-1	2655681	2697213	LOC105375957	lnc_RNA
KCNV2	NM_133497.4	9	1	2720267	2732772	KCNV2	mRNA
PUM3	NM_014878.5	9	-1	2807740	2847894	PUM3	mRNA
LINC01231	NR_121585.1	9	1	3185416	3204324	LINC01231	lnc_RNA
LOC105375959	XR_007079885.1	9	-1	3198250	3199623	LOC105375959	lnc_RNA
RFX3	XM_054363486.1	9	-1	3222120	3530379	RFX3	mRNA
RFX3	XM_054363474.1	9	-1	3222120	3530379	RFX3	mRNA
RFX3	XM_054363478.1	9	-1	3222120	3530379	RFX3	mRNA
RFX3	XM_054363477.1	9	-1	3222120	3530379	RFX3	mRNA
RFX3	XM_054363467.1	9	-1	3222120	3530379	RFX3	mRNA
RFX3	XM_054363466.1	9	-1	3222120	3530379	RFX3	mRNA
RFX3	XM_054363481.1	9	-1	3222120	3529885	RFX3	mRNA
RFX3	XM_054363482.1	9	-1	3222120	3529885	RFX3	mRNA
RFX3	XM_054363469.1	9	-1	3222120	3529885	RFX3	mRNA
RFX3	XM_054363475.1	9	-1	3222120	3529885	RFX3	mRNA
RFX3	XM_054363476.1	9	-1	3222120	3494168	RFX3	mRNA
RFX3	XM_054363472.1	9	-1	3222120	3494168	RFX3	mRNA
RFX3	XM_054363470.1	9	-1	3222120	3494168	RFX3	mRNA
RFX3	XM_054363479.1	9	-1	3222120	3493281	RFX3	mRNA
RFX3	XM_054363480.1	9	-1	3222120	3493270	RFX3	mRNA
RFX3	XM_054363471.1	9	-1	3222120	3427557	RFX3	mRNA
RFX3	XM_054363489.1	9	-1	3222120	3398657	RFX3	mRNA
RFX3	XM_054363491.1	9	-1	3222120	3292033	RFX3	mRNA
RFX3	XM_054363490.1	9	-1	3222120	3289097	RFX3	mRNA
RFX3	XM_054363488.1	9	-1	3222122	3530379	RFX3	mRNA
RFX3	NM_001282116.2	9	-1	3222122	3530379	RFX3	mRNA
RFX3	NM_001377999.1	9	-1	3222122	3530379	RFX3	mRNA
RFX3	XM_054363484.1	9	-1	3222122	3530379	RFX3	mRNA
RFX3	NM_134428.3	9	-1	3222122	3530379	RFX3	mRNA
RFX3	XM_054363483.1	9	-1	3222122	3529882	RFX3	mRNA
RFX3	XM_054363485.1	9	-1	3222122	3494168	RFX3	mRNA
RFX3	XM_054363473.1	9	-1	3222122	3494168	RFX3	mRNA
RFX3	XM_054363468.1	9	-1	3222122	3494168	RFX3	mRNA
RFX3	XM_054363487.1	9	-1	3222122	3427556	RFX3	mRNA
RFX3	NM_002919.4	9	-1	3247816	3530379	RFX3	mRNA
RFX3	NM_001282117.2	9	-1	3274739	3493257	RFX3	mRNA
LOC124902110	XR_007079886.1	9	1	3530751	3644210	LOC124902110	lnc_RNA
RFX3-DT	NR_121586.1	9	1	3672441	3696116	RFX3-DT	lnc_RNA
LOC105375962	XR_007079887.1	9	1	3795796	3806628	LOC105375962	lnc_RNA
GLIS3	XM_054362214.1	9	-1	3828153	4494104	GLIS3	mRNA
GLIS3	XM_054362211.1	9	-1	3828153	4315285	GLIS3	mRNA
GLIS3	NM_001438912.1	9	-1	3828153	4304654	GLIS3	mRNA
GLIS3	NM_001438909.1	9	-1	3828153	4304654	GLIS3	mRNA
GLIS3	NM_001438908.1	9	-1	3828153	4304654	GLIS3	mRNA
GLIS3	NM_001438911.1	9	-1	3828153	4304654	GLIS3	mRNA
GLIS3	NM_001042413.2	9	-1	3828153	4304654	GLIS3	mRNA
GLIS3	NM_001438906.1	9	-1	3828153	4303082	GLIS3	mRNA
GLIS3	NM_001438907.1	9	-1	3828153	4303082	GLIS3	mRNA
GLIS3	XM_054362217.1	9	-1	3828153	4157549	GLIS3	mRNA
GLIS3	XM_054362216.1	9	-1	3828153	4157549	GLIS3	mRNA
GLIS3	NM_152629.4	9	-1	3828153	4156429	GLIS3	mRNA
GLIS3-AS1	NR_026663.1	9	1	3902921	3905521	GLIS3-AS1	lnc_RNA
LOC105375964	XR_007079888.1	9	1	3976020	3998735	LOC105375964	lnc_RNA
LOC105375964	XR_007079889.1	9	1	3976026	3998735	LOC105375964	lnc_RNA
GLIS3	XM_054362218.1	9	-1	4057943	4304000	GLIS3	mRNA
GLIS3	NM_001438915.1	9	-1	4096730	4304654	GLIS3	mRNA
GLIS3	NM_001438916.1	9	-1	4096730	4304654	GLIS3	mRNA
GLIS3	NM_001438914.1	9	-1	4096730	4304654	GLIS3	mRNA
GLIS3	NM_001438913.1	9	-1	4096730	4304654	GLIS3	mRNA
GLIS3-AS2	NR_186824.1	9	1	4303887	4314485	GLIS3-AS2	lnc_RNA
SLC1A1	XM_054363565.1	9	1	4494107	4591140	SLC1A1	mRNA
SLC1A1	XM_054363568.1	9	1	4494107	4591140	SLC1A1	mRNA
SLC1A1	NM_004170.6	9	1	4494107	4591140	SLC1A1	mRNA
SLC1A1	XM_054363570.1	9	1	4494107	4591140	SLC1A1	mRNA
SLC1A1	XM_054363571.1	9	1	4494107	4591140	SLC1A1	mRNA
SLC1A1	XM_054363567.1	9	1	4519906	4591140	SLC1A1	mRNA
SLC1A1	XM_054363566.1	9	1	4520075	4591140	SLC1A1	mRNA
SLC1A1	XM_054363569.1	9	1	4520075	4591140	SLC1A1	mRNA
SPATA6L	NR_148444.2	9	-1	4592492	4670154	SPATA6L	transcript
SPATA6L	NR_148445.2	9	-1	4592492	4670154	SPATA6L	transcript
SPATA6L	NR_148443.2	9	-1	4601968	4670154	SPATA6L	transcript
SPATA6L	NR_148446.2	9	-1	4601968	4670154	SPATA6L	transcript
SPATA6L	NR_148448.1	9	-1	4601968	4665897	SPATA6L	transcript
SPATA6L	NR_148447.1	9	-1	4601968	4665897	SPATA6L	transcript
SPATA6L	NM_001039395.4	9	-1	4601968	4670154	SPATA6L	mRNA
SPATA6L	NM_001353484.2	9	-1	4601968	4670154	SPATA6L	mRNA
SPATA6L	NM_001353486.2	9	-1	4601968	4670154	SPATA6L	mRNA
SPATA6L	NM_001416130.1	9	-1	4601968	4670154	SPATA6L	mRNA
SPATA6L	NM_001353485.2	9	-1	4601968	4670154	SPATA6L	mRNA
SPATA6L	NM_001353491.2	9	-1	4601968	4670154	SPATA6L	mRNA
SPATA6L	NM_001353488.1	9	-1	4601968	4665897	SPATA6L	mRNA
SPATA6L	NM_001353490.1	9	-1	4601968	4665897	SPATA6L	mRNA
SPATA6L	NM_001353489.1	9	-1	4601968	4665897	SPATA6L	mRNA
SPATA6L	NM_001353487.1	9	-1	4601968	4665897	SPATA6L	mRNA
SPATA6L	XM_054363213.1	9	-1	4601968	4632845	SPATA6L	mRNA
SPATA6L	XM_054363212.1	9	-1	4601968	4630736	SPATA6L	mRNA
PLPP6	NM_203453.5	9	1	4665968	4668932	PLPP6	mRNA
CDC37L1-DT	NR_121598.1	9	-1	4680274	4683156	CDC37L1-DT	lnc_RNA
CDC37L1-DT	NR_121597.1	9	-1	4680274	4683156	CDC37L1-DT	lnc_RNA
CDC37L1	NM_017913.4	9	1	4683245	4712075	CDC37L1	mRNA
CDC37L1	XM_054363269.1	9	1	4683245	4700801	CDC37L1	mRNA
AK3	NM_001199853.2	9	-1	4713232	4747171	AK3	mRNA
AK3	NM_001199855.2	9	-1	4713232	4746927	AK3	mRNA
AK3	NM_001199852.2	9	-1	4713232	4746330	AK3	mRNA
AK3	NM_016282.4	9	-1	4713232	4746330	AK3	mRNA
AK3	NM_001199856.2	9	-1	4713232	4731306	AK3	mRNA
RCL1	NM_005772.5	9	1	4798060	4866205	RCL1	mRNA
RCL1	NM_001286700.2	9	1	4798060	4866205	RCL1	mRNA
RCL1	NM_001286699.2	9	1	4798060	4866205	RCL1	mRNA
RCL1	NM_001286701.2	9	1	4844880	4866205	RCL1	mRNA
LOC124902113	XR_008488115.1	9	1	4854683	4862216	LOC124902113	lnc_RNA
MIR101-2	NR_029836.1	9	1	4855423	4855501	MIR101-2	primary_transcript
MIR101-2	unassigned_transcript_1655	9	1	4855434	4855455	MIR101-2	miRNA
MIR101-2	unassigned_transcript_1656	9	1	4855471	4855491	MIR101-2	miRNA
JAK2	NR_169763.1	9	1	4989498	5135022	JAK2	transcript
JAK2	NR_169764.1	9	1	4989498	5135022	JAK2	transcript
JAK2	NM_001322194.2	9	1	4990194	5135022	JAK2	mRNA
JAK2	NM_001322195.2	9	1	4990194	5135022	JAK2	mRNA
JAK2	NM_004972.4	9	1	4990380	5135022	JAK2	mRNA
JAK2	NM_001322198.2	9	1	4990380	5135022	JAK2	mRNA
JAK2	NM_001322196.2	9	1	4990380	5135022	JAK2	mRNA
JAK2	NM_001322199.2	9	1	4990380	5135022	JAK2	mRNA
INSL6	XM_054361877.1	9	-1	4992955	5190714	INSL6	mRNA
JAK2	NM_001322204.2	9	1	5046616	5135022	JAK2	mRNA
INSL6	NM_007179.3	9	-1	5168941	5190714	INSL6	mRNA
INSL4	NM_002195.2	9	1	5236508	5240393	INSL4	mRNA
RLN2	XM_054363500.1	9	-1	5304955	5344419	RLN2	mRNA
RLN2	XM_054363502.1	9	-1	5304955	5344419	RLN2	mRNA
RLN2	XM_054363496.1	9	-1	5304955	5344419	RLN2	mRNA
RLN2	XM_054363499.1	9	-1	5304955	5340646	RLN2	mRNA
RLN2	XM_054363498.1	9	-1	5304955	5340641	RLN2	mRNA
RLN2	XM_054363497.1	9	-1	5304955	5340640	RLN2	mRNA
RLN2	NM_134441.3	9	-1	5304955	5309807	RLN2	mRNA
RLN2	NM_005059.4	9	-1	5304955	5309807	RLN2	mRNA
RLN2	XM_054363501.1	9	-1	5304955	5309356	RLN2	mRNA
RLN2	NM_001329191.2	9	-1	5304955	5309319	RLN2	mRNA
RLN1	XM_054363495.1	9	-1	5340023	5345993	RLN1	mRNA
RLN1	NM_006911.4	9	-1	5340023	5344969	RLN1	mRNA
RLN1	XM_054363492.1	9	-1	5340023	5344969	RLN1	mRNA
RLN1	XM_054363494.1	9	-1	5340023	5344520	RLN1	mRNA
RLN1	XM_054363493.1	9	-1	5340023	5344438	RLN1	mRNA
PLGRKT	XM_054363281.1	9	-1	5363085	5447429	PLGRKT	mRNA
PLGRKT	NM_018465.4	9	-1	5363085	5443060	PLGRKT	mRNA
PLGRKT	XM_054363282.1	9	-1	5363085	5443060	PLGRKT	mRNA
PLGRKT	XM_054363283.1	9	-1	5363085	5387151	PLGRKT	mRNA
CD274	NR_052005.2	9	1	5455669	5475674	CD274	transcript
CD274	NM_014143.4	9	1	5455669	5475674	CD274	mRNA
CD274	NM_001267706.2	9	1	5455669	5475674	CD274	mRNA
CD274	XM_054362810.1	9	1	5455669	5475674	CD274	mRNA
CD274	NM_001314029.2	9	1	5455669	5468365	CD274	mRNA
INCR1	XR_007079892.1	9	-1	5462515	5641862	INCR1	lnc_RNA
PDCD1LG2	XM_054363904.1	9	1	5515648	5576398	PDCD1LG2	mRNA
PDCD1LG2	NM_025239.4	9	1	5515648	5576398	PDCD1LG2	mRNA
INCR1	XR_007079890.1	9	-1	5581415	5641862	INCR1	lnc_RNA
INCR1	XR_007079893.1	9	-1	5581415	5627862	INCR1	lnc_RNA
INCR1	XR_007079891.1	9	-1	5581415	5627862	INCR1	lnc_RNA
INCR1	XR_007079894.1	9	-1	5581415	5611936	INCR1	lnc_RNA
RIC1	XR_008488049.1	9	1	5634236	5782557	RIC1	transcript
RIC1	XR_008488051.1	9	1	5634236	5782557	RIC1	transcript
RIC1	XR_008488050.1	9	1	5634236	5782557	RIC1	transcript
RIC1	XR_008488052.1	9	1	5634236	5782557	RIC1	transcript
RIC1	NM_020829.4	9	1	5634236	5781699	RIC1	mRNA
RIC1	NM_001206557.2	9	1	5634236	5781699	RIC1	mRNA
RIC1	XM_054363329.1	9	1	5634236	5781699	RIC1	mRNA
RIC1	XM_054363330.1	9	1	5634236	5781699	RIC1	mRNA
RIC1	NM_001135920.4	9	1	5634236	5774848	RIC1	mRNA
RIC1	XM_054363333.1	9	1	5661808	5781699	RIC1	mRNA
RIC1	XM_054363332.1	9	1	5695075	5781699	RIC1	mRNA
RIC1	XM_054363331.1	9	1	5695161	5781699	RIC1	mRNA
RIC1	XM_054363334.1	9	1	5695161	5781699	RIC1	mRNA
RIC1	XM_054363335.1	9	1	5737519	5781699	RIC1	mRNA
RIC1	XM_054363336.1	9	1	5753766	5781699	RIC1	mRNA
ERMP1	XM_054363864.1	9	-1	5789712	5872233	ERMP1	mRNA
ERMP1	XM_054363863.1	9	-1	5789712	5865374	ERMP1	mRNA
ERMP1	XM_054363867.1	9	-1	5789712	5864719	ERMP1	mRNA
ERMP1	XM_054363862.1	9	-1	5789712	5838718	ERMP1	mRNA
ERMP1	NM_001410952.1	9	-1	5789712	5838258	ERMP1	mRNA
ERMP1	NM_024896.3	9	-1	5789712	5838258	ERMP1	mRNA
ERMP1	XM_054363866.1	9	-1	5789712	5838238	ERMP1	mRNA
ERMP1	XM_054363868.1	9	-1	5789712	5837672	ERMP1	mRNA
ERMP1	XM_054363865.1	9	-1	5792570	5864719	ERMP1	mRNA
ERMP1	XM_054363869.1	9	-1	5806347	5864719	ERMP1	mRNA
BRD10	XR_008487947.1	9	-1	5881968	6013620	BRD10	transcript
LOC124902341	XR_007080667.1	9	1	5895300	5895406	LOC124902341	snoRNA
BRD10	XR_008487946.1	9	-1	5895786	6013620	BRD10	transcript
MLANA	NM_005511.2	9	1	5896039	5915758	MLANA	mRNA
BRD10	XM_054362141.1	9	-1	5899456	6013620	BRD10	mRNA
BRD10	XR_008487948.1	9	-1	5915767	6013620	BRD10	transcript
BRD10	XM_054362145.1	9	-1	5915866	6013620	BRD10	mRNA
BRD10	NM_001438917.1	9	-1	5924176	6013620	BRD10	mRNA
BRD10	NM_001017969.3	9	-1	5924176	6013620	BRD10	mRNA
