LOC100996442	XR_007065318.1	11	-1	5962	21167	LOC100996442
RNH1	XM_011520259.4	11	-1	540227	550248	RNH1
RNH1	XM_011520263.2	11	-1	540227	550248	RNH1
RNH1	NM_002939.4	11	-1	540227	552542	RNH1
RNH1	NM_203383.2	11	-1	540227	552542	RNH1
RNH1	NM_203384.2	11	-1	540227	552542	RNH1
RNH1	NM_203385.2	11	-1	540227	552542	RNH1
RNH1	XM_011520261.3	11	-1	540227	552542	RNH1
RNH1	XM_017018106.2	11	-1	540227	552542	RNH1
RNH1	NM_203386.3	11	-1	540227	553016	RNH1
RNH1	NM_203387.3	11	-1	540227	553016	RNH1
RNH1	NM_203388.3	11	-1	540227	553016	RNH1
RNH1	NM_203389.3	11	-1	540227	553016	RNH1
RNH1	XM_011520255.2	11	-1	540227	553016	RNH1
RNH1	XM_011520260.3	11	-1	540227	553016	RNH1
LRRC56	XM_047426336.1	11	1	552236	601897	LRRC56
LRRC56	XM_011519875.3	11	1	564772	601897	LRRC56
LRRC56	XM_011519877.3	11	1	564772	601897	LRRC56
LRRC56	XM_017017167.2	11	1	564772	601897	LRRC56
LRRC56	XM_017017168.2	11	1	570484	601897	LRRC56
HRAS	NM_001130442.3	11	-1	579238	582554	HRAS
HRAS	NM_001318054.2	11	-1	579238	582554	HRAS
HRAS	NM_005343.4	11	-1	579238	582554	HRAS
HRAS	NM_176795.5	11	-1	579238	582554	HRAS
LRRC56	NM_198075.4	11	1	584505	601897	LRRC56
LRRC56	XM_005252775.3	11	1	584505	601897	LRRC56
LRRC56	XM_005252776.3	11	1	584505	601897	LRRC56
LRRC56	XM_006718132.3	11	1	584505	601897	LRRC56
LRRC56	XM_011519876.2	11	1	584505	601897	LRRC56
LRRC56	XM_006718133.3	11	1	586595	601897	LRRC56
LMNTD2	NM_173573.3	11	-1	601835	607742	LMNTD2
LMNTD2	XM_011519965.3	11	-1	601835	607742	LMNTD2
LMNTD2	XM_011519967.3	11	-1	601835	607742	LMNTD2
LMNTD2	XM_047426712.1	11	-1	601835	607742	LMNTD2
LMNTD2	XM_047426713.1	11	-1	601835	607742	LMNTD2
LMNTD2	XM_017017479.3	11	-1	602309	607742	LMNTD2
LMNTD2	XM_047426714.1	11	-1	603270	607742	LMNTD2
LMNTD2-AS1	NR_147607.1	11	1	606266	607110	LMNTD2-AS1
LMNTD2-AS1	NR_147608.1	11	1	606481	607111	LMNTD2-AS1
RASSF7	NM_001143993.2	11	1	607974	611029	RASSF7
RASSF7	NM_001143994.2	11	1	607974	611029	RASSF7
RASSF7	NM_003475.4	11	1	607974	611029	RASSF7
MIR210HG	NR_038262.1	11	-1	612661	615455	MIR210HG
MIR210	NR_029623.1	11	-1	615087	615196	MIR210
MIR210	unassigned_transcript_1812	11	-1	615110	615131	MIR210
MIR210	unassigned_transcript_1813	11	-1	615148	615169	MIR210
LOC124902805	XM_047428004.1	11	1	618596	623614	LOC124902805
LOC143666	NR_026967.1	11	-1	620807	622883	LOC143666
PHRF1	NM_001286581.2	11	1	623488	660868	PHRF1
PHRF1	NM_001286582.2	11	1	623488	660868	PHRF1
PHRF1	NM_001286583.2	11	1	623488	660868	PHRF1
PHRF1	NM_020901.4	11	1	623488	660868	PHRF1
PHRF1	XM_005253025.6	11	1	623488	660868	PHRF1
PHRF1	XM_005253027.4	11	1	623488	660868	PHRF1
PHRF1	XM_011520236.4	11	1	623488	660868	PHRF1
PHRF1	XM_011520237.4	11	1	623488	660868	PHRF1
PHRF1	XM_047427342.1	11	1	623488	660868	PHRF1
PHRF1	XM_047427343.1	11	1	623488	660868	PHRF1
PHRF1	XM_047427344.1	11	1	623488	660868	PHRF1
PHRF1	XM_047427345.1	11	1	623488	660868	PHRF1
PHRF1	XM_047427346.1	11	1	623488	660868	PHRF1
PHRF1	XM_047427347.1	11	1	623488	660868	PHRF1
PHRF1	XM_047427348.1	11	1	623488	660868	PHRF1
IRF7	XM_017017674.1	11	-1	661201	663105	IRF7
IRF7	NM_001572.5	11	-1	661201	664566	IRF7
IRF7	NM_004029.4	11	-1	661201	664566	IRF7
IRF7	NM_004031.4	11	-1	661201	664566	IRF7
IRF7	XM_005252907.4	11	-1	661201	664566	IRF7
IRF7	XM_005252909.4	11	-1	661201	664566	IRF7
IRF7	XM_011520066.4	11	-1	661201	664566	IRF7
CDHR5	NM_001171968.3	11	-1	665199	673567	CDHR5
CDHR5	NM_021924.5	11	-1	665199	673567	CDHR5
CDHR5	NM_031264.5	11	-1	665199	673567	CDHR5
CDHR5	XM_006718253.4	11	-1	665199	673567	CDHR5
CDHR5	XM_011520188.3	11	-1	665199	673567	CDHR5
CDHR5	XM_011520189.3	11	-1	665199	673567	CDHR5
CDHR5	XM_011520190.3	11	-1	665199	673567	CDHR5
CDHR5	XM_024448584.2	11	-1	666941	673567	CDHR5
SCT	NM_021920.4	11	-1	674921	675793	SCT
DRD4	NM_000797.4	11	1	685792	689369	DRD4
DEAF1	NM_001293634.1	11	-1	694847	746621	DEAF1
DEAF1	XM_047426251.1	11	-1	694860	744642	DEAF1
DEAF1	NM_021008.4	11	-1	694860	746089	DEAF1
DEAF1	NM_001367390.1	11	-1	694860	758083	DEAF1
DEAF1	XM_047426249.1	11	-1	696959	746089	DEAF1
DEAF1	XM_047426248.1	11	-1	701760	746089	DEAF1
DEAF1	XM_047426250.1	11	-1	702047	745858	DEAF1
DEAF1	XM_011519842.4	11	-1	702047	746089	DEAF1
DEAF1	XR_007062436.1	11	-1	704564	746089	DEAF1
DEAF1	XR_007062437.1	11	-1	704567	757801	DEAF1
LOC124902603	XR_007062543.1	11	1	705616	709697	LOC124902603
TMEM80	NM_001384408.1	11	1	746506	755129	TMEM80
TMEM80	NM_174940.4	11	1	746506	755129	TMEM80
TMEM80	NM_001042463.3	11	1	746683	755129	TMEM80
TMEM80	NM_001276253.2	11	1	746683	755129	TMEM80
TMEM80	XM_006718206.4	11	1	746683	755129	TMEM80
TMEM80	NM_001276274.2	11	1	746683	756028	TMEM80
EPS8L2	NM_022772.4	11	1	757231	779052	EPS8L2
EPS8L2	XM_017018132.2	11	1	757231	779052	EPS8L2
EPS8L2	XM_047427411.1	11	1	757231	779052	EPS8L2
EPS8L2	XM_047427412.1	11	1	771943	779052	EPS8L2
LOC105376509	XR_930962.3	11	1	788006	798440	LOC105376509
TALDO1	NM_006755.2	11	1	798942	816524	TALDO1
GATD1	NM_001318818.2	11	-1	818734	828922	GATD1
GATD1	NM_001318820.2	11	-1	818734	828922	GATD1
GATD1	NM_001318821.2	11	-1	818734	828922	GATD1
GATD1	NM_001318822.2	11	-1	818734	828922	GATD1
GATD1	NM_001318823.2	11	-1	818734	828922	GATD1
GATD1	NM_001318824.2	11	-1	818734	828922	GATD1
GATD1	NM_182612.4	11	-1	818734	828922	GATD1
GATD1	NR_134867.2	11	-1	818734	828922	GATD1
GATD1	NR_134868.2	11	-1	818734	828922	GATD1
GATD1	XM_011520064.3	11	-1	818734	828922	GATD1
GATD1	XM_017017668.2	11	-1	818734	828922	GATD1
GATD1	XM_047426880.1	11	-1	818734	828922	GATD1
GATD1	XR_242802.4	11	-1	818734	828922	GATD1
GATD1	XM_017017664.2	11	-1	822848	828922	GATD1
GATD1	XM_017017662.2	11	-1	822989	828922	GATD1
LOC124900301	XM_047427954.1	11	1	829013	833069	LOC124900301
GATD1-DT	NR_126342.1	11	1	829013	835732	GATD1-DT
GATD1-DT	NR_126343.1	11	1	829013	835732	GATD1-DT
CEND1	NM_016564.4	11	-1	838549	841523	CEND1
SLC25A22	XM_011520369.2	11	-1	841908	846864	SLC25A22
SLC25A22	XM_024448688.2	11	-1	841908	846864	SLC25A22
SLC25A22	XM_024448689.2	11	-1	841908	847138	SLC25A22
SLC25A22	NM_024698.6	11	-1	841908	847670	SLC25A22
SLC25A22	XM_011520370.3	11	-1	841908	847670	SLC25A22
SLC25A22	XM_047427601.1	11	-1	841908	848703	SLC25A22
SLC25A22	NM_001191060.2	11	-1	841908	849430	SLC25A22
SLC25A22	XM_024448687.2	11	-1	841908	849442	SLC25A22
SLC25A22	NM_001191061.2	11	-1	841908	849713	SLC25A22
SLC25A22	XM_011520371.2	11	-1	841908	849713	SLC25A22
SLC25A22	XM_047427599.1	11	-1	841908	849713	SLC25A22
SLC25A22	XM_047427600.1	11	-1	841908	849713	SLC25A22
PANO1	XM_034751809.2	11	1	849058	850624	PANO1
PIDD1	XM_047427245.1	11	-1	850616	854699	PIDD1
PIDD1	XM_011520213.3	11	-1	850616	854719	PIDD1
PIDD1	XM_047427246.1	11	-1	850616	854719	PIDD1
PIDD1	XM_011520212.3	11	-1	850616	855615	PIDD1
PIDD1	XM_047427241.1	11	-1	850616	855615	PIDD1
PIDD1	XM_047427242.1	11	-1	850616	855615	PIDD1
PIDD1	XM_047427243.1	11	-1	850616	855615	PIDD1
PIDD1	NM_145886.4	11	-1	850616	856664	PIDD1
PIDD1	NM_145887.4	11	-1	850616	856664	PIDD1
PIDD1	XM_005253006.6	11	-1	850616	857164	PIDD1
PIDD1	XM_005253005.6	11	-1	850616	860935	PIDD1
PIDD1	XM_011520209.4	11	-1	850616	860935	PIDD1
PIDD1	XM_011520210.4	11	-1	850616	860935	PIDD1
PIDD1	XM_047427238.1	11	-1	850616	860935	PIDD1
PIDD1	XM_047427239.1	11	-1	850616	860935	PIDD1
PIDD1	XM_047427240.1	11	-1	850616	860935	PIDD1
PIDD1	XM_047427244.1	11	-1	851996	860935	PIDD1
RPLP2	NM_001004.4	11	1	861401	864310	RPLP2
SNORA52	NR_002585.1	11	1	863115	863248	SNORA52
PNPLA2	NM_020376.4	11	1	870350	877008	PNPLA2
CRACR2B	XM_017017582.2	11	1	877592	883426	CRACR2B
CRACR2B	XM_017017583.2	11	1	877592	883426	CRACR2B
CRACR2B	XM_017017587.2	11	1	877592	883426	CRACR2B
CRACR2B	XM_017017590.2	11	1	877592	883426	CRACR2B
CRACR2B	XM_017017591.2	11	1	877592	883426	CRACR2B
CRACR2B	XM_017017594.2	11	1	877592	883426	CRACR2B
CRACR2B	XM_047426806.1	11	1	877592	883426	CRACR2B
CRACR2B	XM_047426814.1	11	1	877592	883426	CRACR2B
CRACR2B	XM_047426818.1	11	1	877592	883426	CRACR2B
CRACR2B	XM_017017586.2	11	1	878193	883426	CRACR2B
CRACR2B	XM_017017593.2	11	1	878193	883426	CRACR2B
CRACR2B	XM_047426809.1	11	1	878688	883426	CRACR2B
CRACR2B	XM_047426812.1	11	1	878691	883426	CRACR2B
CRACR2B	XM_017017584.2	11	1	878731	883426	CRACR2B
CRACR2B	XM_017017585.2	11	1	878731	883426	CRACR2B
CRACR2B	XM_017017588.2	11	1	878731	883426	CRACR2B
CRACR2B	XM_017017592.2	11	1	878731	883426	CRACR2B
CRACR2B	XM_017017595.2	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426804.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426805.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426807.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426808.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426810.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426811.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426815.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426816.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426817.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426820.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426821.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426823.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426824.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426825.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_047426826.1	11	1	878731	883426	CRACR2B
CRACR2B	XM_017017599.2	11	1	879013	883426	CRACR2B
CRACR2B	NM_001286606.2	11	1	879354	883421	CRACR2B
CRACR2B	XM_011520011.2	11	1	879354	883426	CRACR2B
CRACR2B	XM_011520019.2	11	1	879354	883426	CRACR2B
CRACR2B	XM_017017589.2	11	1	879354	883426	CRACR2B
CRACR2B	XM_017017597.2	11	1	879354	883426	CRACR2B
CRACR2B	XM_017017598.2	11	1	879354	883426	CRACR2B
CRACR2B	XM_047426813.1	11	1	879354	883426	CRACR2B
CRACR2B	XM_047426819.1	11	1	879354	883426	CRACR2B
CRACR2B	XM_047426822.1	11	1	879354	883426	CRACR2B
CRACR2B	NM_173584.4	11	1	879695	883426	CRACR2B
CD151	NM_001039490.2	11	1	884376	890206	CD151
CD151	NM_004357.5	11	1	884376	890206	CD151
CD151	NM_139029.2	11	1	884376	890206	CD151
CD151	NM_139030.4	11	1	884376	890206	CD151
CD151	XM_024448780.2	11	1	885369	890206	CD151
POLR2L	NM_021128.5	11	-1	891096	893906	POLR2L
TSPAN4	NM_001025238.2	11	1	894229	918529	TSPAN4
TSPAN4	NM_001025239.2	11	1	894229	918529	TSPAN4
TSPAN4	NM_003271.5	11	1	894229	918529	TSPAN4
TSPAN4	NM_001025235.2	11	1	894318	918529	TSPAN4
TSPAN4	NM_001025236.2	11	1	894318	918529	TSPAN4
TSPAN4	XM_011520338.2	11	1	894318	918529	TSPAN4
TSPAN4	XM_011520341.3	11	1	894318	918529	TSPAN4
TSPAN4	NM_001025234.2	11	1	895482	918529	TSPAN4
TSPAN4	XM_005253102.2	11	1	895482	918529	TSPAN4
TSPAN4	XM_011520337.3	11	1	895482	918529	TSPAN4
TSPAN4	XM_011520339.3	11	1	895482	918529	TSPAN4
TSPAN4	NM_001025237.2	11	1	895791	918529	TSPAN4
TSPAN4	XM_011520340.3	11	1	895791	918529	TSPAN4
CHID1	NM_001142674.2	11	-1	919274	962238	CHID1
CHID1	NM_001142676.2	11	-1	919274	962238	CHID1
CHID1	NM_001142677.2	11	-1	919274	962238	CHID1
CHID1	NM_023947.4	11	-1	919274	962238	CHID1
CHID1	XM_017018166.2	11	-1	919274	962238	CHID1
CHID1	XM_047427481.1	11	-1	919274	966148	CHID1
CHID1	NM_001142675.2	11	-1	919274	966273	CHID1
CHID1	XM_047427479.1	11	-1	919274	966273	CHID1
CHID1	XM_047427480.1	11	-1	919274	966273	CHID1
CHID1	XM_047427484.1	11	-1	919274	966273	CHID1
CHID1	XM_011520299.3	11	-1	919274	966642	CHID1
CHID1	XM_011520300.3	11	-1	919274	966642	CHID1
CHID1	XM_024448663.2	11	-1	925270	962238	CHID1
CHID1	XM_047427485.1	11	-1	925270	962238	CHID1
CHID1	XM_011520301.4	11	-1	925270	966642	CHID1
CHID1	XM_017018167.3	11	-1	932453	962238	CHID1
CHID1	XM_047427486.1	11	-1	932453	962238	CHID1
CHID1	XM_047427483.1	11	-1	932453	966273	CHID1
CHID1	XM_011520302.4	11	-1	932453	966642	CHID1
CHID1	XM_047427482.1	11	-1	932453	966642	CHID1
AP2A2	XM_011519930.4	11	1	977298	1055010	AP2A2
AP2A2	NM_001242837.2	11	1	977298	1071157	AP2A2
AP2A2	NM_012305.4	11	1	977298	1071157	AP2A2
AP2A2	NR_144509.2	11	1	977298	1071157	AP2A2
AP2A2	NR_144510.2	11	1	977298	1071157	AP2A2
AP2A2	XM_047426479.1	11	1	977298	1071157	AP2A2
AP2A2	XM_047426480.1	11	1	977298	1071157	AP2A2
AP2A2	XM_011519929.2	11	1	984952	1071157	AP2A2
AP2A2	XM_047426482.1	11	1	992173	1071157	AP2A2
AP2A2	XM_047426485.1	11	1	995427	1071157	AP2A2
AP2A2	XM_047426484.1	11	1	1010681	1071157	AP2A2
AP2A2	XM_047426481.1	11	1	1010768	1071157	AP2A2
LOC124902605	XM_047427955.1	11	1	1119569	1128221	LOC124902605
LINC02688	NR_160890.1	11	1	1119757	1125641	LINC02688
LOC107987157	XR_001748091.2	11	-1	1130158	1143234	LOC107987157
LOC107987157	XR_007062544.1	11	-1	1130158	1143234	LOC107987157
MUC2	NM_002457.4	11	1	1144675	1182053	MUC2
MUC5AC	NM_001304359.2	11	1	1229366	1272380	MUC5AC
MUC5B	NM_002458.3	11	1	1294310	1333348	MUC5B
MUC5B-AS1	NR_157183.1	11	-1	1313499	1320914	MUC5B-AS1
MIR6744	NR_106802.1	11	1	1327781	1327846	MIR6744
MIR6744	unassigned_transcript_1814	11	1	1327786	1327804	MIR6744
MIR6744	unassigned_transcript_1815	11	1	1327824	1327846	MIR6744
TOLLIP	XM_017017931.2	11	-1	1345549	1360455	TOLLIP
TOLLIP	XM_047427134.1	11	-1	1345549	1371606	TOLLIP
TOLLIP	NM_001318514.2	11	-1	1345549	1374384	TOLLIP
TOLLIP	NM_001318512.2	11	-1	1345549	1381261	TOLLIP
TOLLIP	NM_001318515.2	11	-1	1345549	1381261	TOLLIP
TOLLIP	NM_001318516.2	11	-1	1345549	1381261	TOLLIP
TOLLIP	NM_019009.4	11	-1	1345549	1381261	TOLLIP
TOLLIP	XM_047427135.1	11	-1	1354136	1368153	TOLLIP
TOLLIP	XM_047427136.1	11	-1	1354137	1381261	TOLLIP
TOLLIP-DT	NR_029409.1	11	1	1381337	1382336	TOLLIP-DT
LOC124902606	XR_007062545.1	11	-1	1404866	1408330	LOC124902606
LINC02689	XR_001748092.1	11	1	1422082	1436461	LINC02689
LINC02689	XR_930969.2	11	1	1422082	1436461	LINC02689
LINC02689	XR_930972.2	11	1	1422082	1436461	LINC02689
BRSK2	NM_001256627.2	11	1	1461201	1537121	BRSK2
BRSK2	NM_001256629.2	11	1	1461201	1537121	BRSK2
BRSK2	NM_003957.4	11	1	1461201	1537121	BRSK2
BRSK2	NR_046331.2	11	1	1461201	1537121	BRSK2
BRSK2	XM_005253218.4	11	1	1461201	1537121	BRSK2
BRSK2	XM_006718374.3	11	1	1461201	1537121	BRSK2
BRSK2	XM_017018533.2	11	1	1461201	1537121	BRSK2
BRSK2	XM_017018536.2	11	1	1461201	1537121	BRSK2
BRSK2	XM_047427850.1	11	1	1461201	1537121	BRSK2
BRSK2	XM_047427851.1	11	1	1461201	1537121	BRSK2
BRSK2	XM_006718376.3	11	1	1481103	1537121	BRSK2
BRSK2	XM_011520461.3	11	1	1481103	1537121	BRSK2
BRSK2	XM_011520462.3	11	1	1481103	1537121	BRSK2
BRSK2	XM_017018532.2	11	1	1481103	1537121	BRSK2
BRSK2	XM_017018534.2	11	1	1481103	1537121	BRSK2
BRSK2	XM_017018535.2	11	1	1481103	1537121	BRSK2
BRSK2	XM_017018537.2	11	1	1481103	1537121	BRSK2
BRSK2	XM_047427852.1	11	1	1481103	1537121	BRSK2
BRSK2	XM_047427853.1	11	1	1481103	1537121	BRSK2
BRSK2	XM_047427854.1	11	1	1481103	1537121	BRSK2
BRSK2	NM_001282218.2	11	1	1481826	1537121	BRSK2
BRSK2	NM_001256630.1	11	1	1482508	1537121	BRSK2
MOB2	NM_053005.5	11	-1	1543884	1555347	MOB2
MOB2	NM_001172223.3	11	-1	1543893	1561228	MOB2
LOC124902607	XR_007062546.1	11	1	1586446	1587330	LOC124902607
DUSP8	XM_011519932.3	11	-1	1635383	1652287	DUSP8
DUSP8	NM_004420.3	11	-1	1635383	1653599	DUSP8
DUSP8	XM_047426513.1	11	-1	1635383	1653599	DUSP8
DUSP8	XM_011519933.3	11	-1	1635383	1654176	DUSP8
LOC124902608	XM_047427956.1	11	-1	1635939	1636812	LOC124902608
KRTAP5-AS1	NR_021489.2	11	1	1654069	1680556	KRTAP5-AS1
KRTAP5-1	NM_001005922.1	11	-1	1665782	1666753	KRTAP5-1
KRTAP5-2	NM_001004325.2	11	-1	1678683	1679770	KRTAP5-2
KRTAP5-3	NM_001012708.2	11	-1	1691417	1692315	KRTAP5-3
KRTAP5-4	NM_001347674.1	11	-1	1704817	1706175	KRTAP5-4
KRTAP5-5	NM_001001480.3	11	1	1713793	1714900	KRTAP5-5
LOC124902609	XR_007062547.1	11	-1	1743803	1745969	LOC124902609
FAM99A	NR_026643.1	11	1	1749630	1751930	FAM99A
FAM99B	NR_026642.1	11	-1	1768622	1770740	FAM99B
