DDX11L12	NR_197621.1	19	1	4460	6999	DDX11L12	transcript
MIR4745	NR_039900.2	19	1	759417	759478	MIR4745	primary_transcript
MIR4745	unassigned_transcript_3238	19	1	759418	759440	MIR4745	miRNA
MIR4745	unassigned_transcript_3239	19	1	759454	759476	MIR4745	miRNA
PLPPR3	XM_054322207.1	19	-1	766962	778213	PLPPR3	mRNA
PLPPR3	NM_001270366.2	19	-1	766962	776362	PLPPR3	mRNA
PLPPR3	NM_024888.3	19	-1	766962	776362	PLPPR3	mRNA
MIR3187	NR_036154.1	19	1	768058	768127	MIR3187	primary_transcript
MIR3187	unassigned_transcript_3240	19	1	768064	768086	MIR3187	miRNA
MIR3187	unassigned_transcript_3241	19	1	768101	768120	MIR3187	miRNA
AZU1	NM_001700.5	19	1	782254	786629	AZU1	mRNA
PRTN3	XM_054321484.1	19	1	796963	804283	PRTN3	mRNA
PRTN3	NM_002777.4	19	1	796963	804283	PRTN3	mRNA
ELANE	XM_054320147.1	19	1	806810	812352	ELANE	mRNA
ELANE	XM_054320146.1	19	1	807127	812352	ELANE	mRNA
ELANE	NM_001972.4	19	1	808411	812352	ELANE	mRNA
CFD	NM_001317335.2	19	1	815769	819749	CFD	mRNA
CFD	NM_001928.4	19	1	815769	819749	CFD	mRNA
MED16	XM_054319463.1	19	-1	824038	855915	MED16	mRNA
MED16	XM_054319462.1	19	-1	824039	855915	MED16	mRNA
MED16	NM_005481.3	19	-1	824039	855915	MED16	mRNA
RNU6-9	NR_104080.1	19	1	856212	856318	RNU6-9	snRNA
R3HDM4	NM_138774.4	19	-1	859232	875957	R3HDM4	mRNA
R3HDM4	XM_054322567.1	19	-1	859232	865129	R3HDM4	mRNA
R3HDM4	XM_054322566.1	19	-1	859232	865127	R3HDM4	mRNA
R3HDM4	XM_054322565.1	19	-1	860182	875957	R3HDM4	mRNA
KISS1R	XM_054322397.1	19	1	880072	883744	KISS1R	mRNA
KISS1R	NM_032551.5	19	1	880072	883744	KISS1R	mRNA
ARID3A	XM_054320138.1	19	1	888464	938643	ARID3A	mRNA
ARID3A	NM_005224.3	19	1	888770	938643	ARID3A	mRNA
ARID3A	XM_054320139.1	19	1	888771	938643	ARID3A	mRNA
ARID3A	XM_054320137.1	19	1	891001	938643	ARID3A	mRNA
ARID3A	XM_054320140.1	19	1	891001	938643	ARID3A	mRNA
ARID3A	XM_054320142.1	19	1	895549	938643	ARID3A	mRNA
ARID3A	XM_054320141.1	19	1	919798	938643	ARID3A	mRNA
WDR18	NM_001372085.1	19	1	945633	957231	WDR18	mRNA
WDR18	NM_001372086.1	19	1	945633	957231	WDR18	mRNA
WDR18	NM_024100.4	19	1	947050	957231	WDR18	mRNA
GRIN3B	NM_138690.3	19	1	963087	972401	GRIN3B	mRNA
TMEM259	XM_054322574.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322571.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	NM_033420.4	19	-1	972322	983792	TMEM259	mRNA
TMEM259	NM_001033026.2	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322569.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322573.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322570.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322572.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322568.1	19	-1	972322	983792	TMEM259	mRNA
TMEM259	XM_054322575.1	19	-1	973692	983792	TMEM259	mRNA
RNU6-2	NR_125730.1	19	1	984191	984297	RNU6-2	snRNA
CNN2	NM_001303501.2	19	1	989277	1001734	CNN2	mRNA
CNN2	NM_004368.4	19	1	989277	1001734	CNN2	mRNA
CNN2	NM_201277.3	19	1	989277	1001734	CNN2	mRNA
CNN2	NM_001303499.2	19	1	989277	1001734	CNN2	mRNA
ABCA7	XR_008485063.1	19	1	1002776	1023604	ABCA7	transcript
ABCA7	XR_008485065.1	19	1	1002776	1023392	ABCA7	transcript
ABCA7	XR_008485064.1	19	1	1002776	1022932	ABCA7	transcript
ABCA7	XR_008485066.1	19	1	1002776	1022932	ABCA7	transcript
ABCA7	NM_019112.4	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319518.1	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319520.1	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319521.1	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319517.1	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319516.1	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319519.1	19	1	1002776	1030237	ABCA7	mRNA
ABCA7	XM_054319523.1	19	1	1002776	1028916	ABCA7	mRNA
ABCA7	XM_054319524.1	19	1	1002776	1023635	ABCA7	mRNA
ABCA7	XM_054319527.1	19	1	1002776	1023409	ABCA7	mRNA
ABCA7	XM_054319526.1	19	1	1002776	1022941	ABCA7	mRNA
ABCA7	XM_054319525.1	19	1	1002776	1022650	ABCA7	mRNA
ABCA7	XM_054319529.1	19	1	1002776	1022098	ABCA7	mRNA
ABCA7	XM_054319528.1	19	1	1002776	1021692	ABCA7	mRNA
ABCA7	XM_054319532.1	19	1	1002776	1019564	ABCA7	mRNA
ABCA7	XM_054319522.1	19	1	1004756	1030237	ABCA7	mRNA
ABCA7	XM_054319531.1	19	1	1010216	1030237	ABCA7	mRNA
ABCA7	XM_054319530.1	19	1	1010235	1030237	ABCA7	mRNA
ARHGAP45	XM_054320407.1	19	1	1030624	1051294	ARHGAP45	mRNA
ARHGAP45	XM_054320406.1	19	1	1030624	1051294	ARHGAP45	mRNA
ARHGAP45	XM_054320408.1	19	1	1030624	1051294	ARHGAP45	mRNA
ARHGAP45	XM_054320404.1	19	1	1030624	1051294	ARHGAP45	mRNA
ARHGAP45	NM_001258328.4	19	1	1030624	1051294	ARHGAP45	mRNA
ARHGAP45	NM_012292.5	19	1	1031832	1051294	ARHGAP45	mRNA
ARHGAP45	XM_054320405.1	19	1	1032164	1051294	ARHGAP45	mRNA
ARHGAP45	NM_001321232.2	19	1	1032164	1051294	ARHGAP45	mRNA
ARHGAP45	NM_001282335.3	19	1	1035871	1051294	ARHGAP45	mRNA
ARHGAP45	NM_001282334.2	19	1	1042049	1051294	ARHGAP45	mRNA
POLR2E	NM_001316323.2	19	-1	1051240	1060040	POLR2E	mRNA
POLR2E	XM_054321241.1	19	-1	1051240	1060040	POLR2E	mRNA
POLR2E	NM_001316324.2	19	-1	1051240	1060040	POLR2E	mRNA
POLR2E	NM_002695.5	19	-1	1051240	1060040	POLR2E	mRNA
POLR2E	XM_054321240.1	19	-1	1051240	1060040	POLR2E	mRNA
GPX4	NM_001039847.3	19	1	1068660	1071445	GPX4	mRNA
GPX4	NM_002085.5	19	1	1068660	1071445	GPX4	mRNA
GPX4	NM_001367832.1	19	1	1068723	1071445	GPX4	mRNA
GPX4	NM_001039848.4	19	1	1069316	1071445	GPX4	mRNA
SBNO2	XM_054320272.1	19	-1	1072304	1145101	SBNO2	mRNA
SBNO2	NM_014963.3	19	-1	1072304	1145101	SBNO2	mRNA
SBNO2	NM_001100122.2	19	-1	1072304	1096886	SBNO2	mRNA
SBNO2	XM_054320273.1	19	-1	1076188	1145101	SBNO2	mRNA
LOC102723798	XR_007088801.1	19	1	1132936	1139568	LOC102723798	lnc_RNA
LOC102723798	XR_007088802.1	19	1	1133166	1139568	LOC102723798	lnc_RNA
LOC102725180	XR_007088798.1	19	1	1139661	1145843	LOC102725180	lnc_RNA
LOC102725180	XR_007088799.1	19	1	1139661	1145843	LOC102725180	lnc_RNA
LOC102725180	XR_007088800.1	19	1	1139661	1145843	LOC102725180	lnc_RNA
STK11	NR_176325.1	19	1	1174325	1196989	STK11	transcript
STK11	NM_000455.5	19	1	1174325	1196989	STK11	mRNA
STK11	NM_001407255.1	19	1	1174325	1192433	STK11	mRNA
CBARP	XM_054320445.1	19	-1	1196845	1207060	CBARP	mRNA
CBARP	NM_001393918.1	19	-1	1196845	1206563	CBARP	mRNA
CBARP	XM_054320446.1	19	-1	1196845	1206563	CBARP	mRNA
CBARP	NM_152769.3	19	-1	1196845	1206563	CBARP	mRNA
CBARP	XM_054320447.1	19	-1	1196845	1204364	CBARP	mRNA
CBARP-DT	NR_186324.1	19	1	1206486	1208078	CBARP-DT	lnc_RNA
ATP5F1D	NM_001687.5	19	1	1210310	1213384	ATP5F1D	mRNA
ATP5F1D	NM_001001975.2	19	1	1210310	1213384	ATP5F1D	mRNA
LOC102723811	XR_007088803.1	19	-1	1214827	1217016	LOC102723811	lnc_RNA
MIDN	NM_001388306.1	19	1	1217106	1227667	MIDN	mRNA
MIDN	XM_054322499.1	19	1	1217106	1227667	MIDN	mRNA
MIDN	NM_177401.5	19	1	1217106	1227667	MIDN	mRNA
MIDN	NM_001388307.1	19	1	1217106	1227667	MIDN	mRNA
MIDN	NM_001388474.1	19	1	1218411	1227667	MIDN	mRNA
LOC107985303	XR_007088804.1	19	1	1229684	1232942	LOC107985303	transcript
LOC107985303	XR_007088805.1	19	1	1229699	1232942	LOC107985303	transcript
LOC107985303	XM_047446904.1	19	1	1229699	1232133	LOC107985303	mRNA
LOC105372236	XR_007088806.1	19	-1	1230318	1235065	LOC105372236	lnc_RNA
CIRBP-AS1	NR_027271.1	19	-1	1235995	1238783	CIRBP-AS1	lnc_RNA
CIRBP	NR_023312.3	19	1	1237856	1243403	CIRBP	transcript
CIRBP	XR_008485080.1	19	1	1237856	1243403	CIRBP	transcript
CIRBP	XR_008485079.1	19	1	1237856	1243403	CIRBP	transcript
CIRBP	NR_023313.3	19	1	1237856	1243403	CIRBP	transcript
CIRBP	NM_001437524.1	19	1	1237856	1243333	CIRBP	mRNA
CIRBP	NM_001300829.2	19	1	1237856	1243333	CIRBP	mRNA
CIRBP	NM_001300815.2	19	1	1237856	1243333	CIRBP	mRNA
CIRBP	XM_054319714.1	19	1	1237856	1242523	CIRBP	mRNA
CIRBP	NM_001437523.1	19	1	1237856	1241695	CIRBP	mRNA
CIRBP	NM_001280.3	19	1	1237856	1241695	CIRBP	mRNA
FAM174C	NM_017914.4	19	1	1244053	1247807	FAM174C	mRNA
EFNA2	XM_054320143.1	19	1	1253481	1270685	EFNA2	mRNA
EFNA2	XM_054320145.1	19	1	1253728	1270685	EFNA2	mRNA
EFNA2	XM_054320144.1	19	1	1253857	1270685	EFNA2	mRNA
EFNA2	NM_001405.4	19	1	1255127	1270685	EFNA2	mRNA
PWWP3A	NR_168278.1	19	1	1324929	1348426	PWWP3A	transcript
PWWP3A	NR_168277.1	19	1	1324929	1348426	PWWP3A	transcript
PWWP3A	NR_024247.2	19	1	1324929	1348426	PWWP3A	transcript
PWWP3A	NR_168276.1	19	1	1324929	1346949	PWWP3A	transcript
PWWP3A	NR_168275.1	19	1	1324929	1341470	PWWP3A	transcript
PWWP3A	NR_163148.1	19	1	1324929	1329903	PWWP3A	transcript
PWWP3A	NM_001369789.1	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_001369793.1	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_001382408.1	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_001369790.1	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_001382409.1	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_032853.5	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_001369794.1	19	1	1324929	1348426	PWWP3A	mRNA
PWWP3A	NM_001382410.1	19	1	1324929	1346949	PWWP3A	mRNA
PWWP3A	NM_001369796.1	19	1	1324929	1329903	PWWP3A	mRNA
PWWP3A	NM_001369797.1	19	1	1324929	1329903	PWWP3A	mRNA
PWWP3A	NM_001369795.1	19	1	1324929	1329903	PWWP3A	mRNA
PWWP3A	NR_163149.1	19	1	1327395	1329903	PWWP3A	transcript
PWWP3A	NM_001369792.1	19	1	1327395	1348426	PWWP3A	mRNA
TRF-GAA1-6	unassigned_transcript_3242	19	-1	1353359	1353431	TRF-GAA1-6	tRNA
NDUFS7	XM_054320913.1	19	1	1353497	1365582	NDUFS7	mRNA
TRN-GTT2-6	unassigned_transcript_3243	19	1	1353560	1353633	TRN-GTT2-6	tRNA
NDUFS7	NM_001363602.2	19	1	1353904	1365582	NDUFS7	mRNA
NDUFS7	NM_024407.5	19	1	1353904	1365582	NDUFS7	mRNA
NDUFS7	XM_054320912.1	19	1	1353904	1359593	NDUFS7	mRNA
GAMT	NM_000156.6	19	-1	1367024	1371540	GAMT	mRNA
GAMT	NM_138924.3	19	-1	1367813	1371540	GAMT	mRNA
DAZAP1	NM_170711.3	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	XM_054320512.1	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	NM_018959.4	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	NM_001352034.2	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	NM_001352035.2	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	NM_001352033.2	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	XM_054320511.1	19	1	1377586	1405688	DAZAP1	mRNA
DAZAP1	XM_054320508.1	19	1	1377885	1405688	DAZAP1	mRNA
DAZAP1	XM_054320504.1	19	1	1377892	1405688	DAZAP1	mRNA
DAZAP1	XM_054320506.1	19	1	1377892	1405688	DAZAP1	mRNA
DAZAP1	XM_054320505.1	19	1	1377906	1405688	DAZAP1	mRNA
DAZAP1	XM_054320510.1	19	1	1377912	1405688	DAZAP1	mRNA
DAZAP1	XM_054320507.1	19	1	1377927	1405688	DAZAP1	mRNA
DAZAP1	XM_054320509.1	19	1	1377933	1405688	DAZAP1	mRNA
DAZAP1	XM_054320513.1	19	1	1378576	1393714	DAZAP1	mRNA
DAZAP1	XM_054320503.1	19	1	1378588	1405688	DAZAP1	mRNA
DAZAP1	XM_054320514.1	19	1	1391202	1405688	DAZAP1	mRNA
RPS15	NM_001308226.2	19	1	1408393	1410492	RPS15	mRNA
RPS15	NM_001018.5	19	1	1408393	1410492	RPS15	mRNA
APC2	XM_054319499.1	19	1	1416241	1443282	APC2	mRNA
APC2	XM_054319498.1	19	1	1416264	1443282	APC2	mRNA
APC2	XM_054319496.1	19	1	1419991	1443282	APC2	mRNA
APC2	XM_054319497.1	19	1	1419991	1443282	APC2	mRNA
APC2	NM_005883.3	19	1	1420117	1443282	APC2	mRNA
APC2	XM_054319501.1	19	1	1420117	1443282	APC2	mRNA
APC2	XM_054319502.1	19	1	1422125	1443282	APC2	mRNA
APC2	XM_054319500.1	19	1	1422172	1443282	APC2	mRNA
APC2	NM_001351273.1	19	1	1422980	1443282	APC2	mRNA
C19orf25	NM_152482.3	19	-1	1443239	1449245	C19orf25	mRNA
C19orf25	XM_054320002.1	19	-1	1443239	1449243	C19orf25	mRNA
PCSK4	XM_054321284.1	19	-1	1451458	1460906	PCSK4	mRNA
PCSK4	XM_054321281.1	19	-1	1451458	1460899	PCSK4	mRNA
PCSK4	XM_054321286.1	19	-1	1451458	1460786	PCSK4	mRNA
PCSK4	XM_054321291.1	19	-1	1451458	1460739	PCSK4	mRNA
PCSK4	XM_054321283.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321290.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321279.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	NM_001395257.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321287.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	NM_017573.5	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321282.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321293.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321278.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321280.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321288.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321285.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321277.1	19	-1	1451458	1460380	PCSK4	mRNA
PCSK4	XM_054321289.1	19	-1	1451458	1458310	PCSK4	mRNA
PCSK4	XM_054321300.1	19	-1	1452379	1458310	PCSK4	mRNA
PCSK4	XM_054321299.1	19	-1	1452386	1460380	PCSK4	mRNA
PCSK4	XM_054321296.1	19	-1	1452386	1460380	PCSK4	mRNA
PCSK4	XM_054321292.1	19	-1	1452386	1460380	PCSK4	mRNA
PCSK4	XM_054321294.1	19	-1	1452386	1460380	PCSK4	mRNA
PCSK4	XM_054321295.1	19	-1	1452386	1460380	PCSK4	mRNA
PCSK4	XM_054321298.1	19	-1	1452937	1460380	PCSK4	mRNA
PCSK4	XM_054321297.1	19	-1	1452937	1460380	PCSK4	mRNA
REEP6	NM_001329556.3	19	1	1461211	1467957	REEP6	mRNA
REEP6	NM_138393.4	19	1	1461211	1467957	REEP6	mRNA
ADAMTSL5	XM_054320836.1	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	XM_054320835.1	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	XM_054320834.1	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	XM_054320833.1	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	NM_213604.3	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	NM_001367197.1	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	XM_054320827.1	19	-1	1475471	1483468	ADAMTSL5	mRNA
ADAMTSL5	XM_054320829.1	19	-1	1475471	1482163	ADAMTSL5	mRNA
ADAMTSL5	XM_054320828.1	19	-1	1475471	1482163	ADAMTSL5	mRNA
