LOC124908003	NR_185494.1	18	1	2951	8129	LOC124908003	lnc_RNA
USP14	NM_001037334.2	18	1	312304	368380	USP14	mRNA
THOC1	XM_054319413.1	18	-1	368271	422046	THOC1	mRNA
THOC1	NM_005131.3	18	-1	368271	421986	THOC1	mRNA
THOC1	XM_054319414.1	18	-1	368271	415061	THOC1	mRNA
THOC1	XM_054319415.1	18	-1	368271	399771	THOC1	mRNA
THOC1	XM_054319416.1	18	-1	398725	421986	THOC1	mRNA
COLEC12	XM_054319231.1	18	-1	470846	654740	COLEC12	mRNA
COLEC12	NM_130386.3	18	-1	470846	654740	COLEC12	mRNA
LOC107985155	XR_007088295.1	18	1	533982	554479	LOC107985155	lnc_RNA
LINC01925	NR_136505.1	18	-1	662623	669687	LINC01925	lnc_RNA
CETN1	NM_004066.3	18	1	734775	736509	CETN1	mRNA
CLUL1	NM_001393346.1	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_001393345.1	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_001393347.1	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_001393348.1	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_001375492.2	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_001289036.3	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_001393344.1	18	1	751354	804514	CLUL1	mRNA
CLUL1	NM_014410.6	18	1	751354	804514	CLUL1	mRNA
CLUL1	XM_054318530.1	18	1	752712	804514	CLUL1	mRNA
CLUL1	XM_054318526.1	18	1	761423	804514	CLUL1	mRNA
CLUL1	XM_054318529.1	18	1	761423	800470	CLUL1	mRNA
CLUL1	XM_054318527.1	18	1	761429	804514	CLUL1	mRNA
CLUL1	XM_054318528.1	18	1	761443	804514	CLUL1	mRNA
CLUL1	XM_054318531.1	18	1	767621	799454	CLUL1	mRNA
CLUL1	NM_001318522.2	18	1	771064	804514	CLUL1	mRNA
CLUL1	NM_199167.2	18	1	771064	804514	CLUL1	mRNA
LOC105371952	XR_007088298.1	18	-1	775017	799267	LOC105371952	lnc_RNA
LOC105371952	XR_007088296.1	18	-1	778040	796871	LOC105371952	lnc_RNA
LOC105371952	XR_007088297.1	18	-1	783347	795708	LOC105371952	lnc_RNA
TYMSOS	NR_171001.1	18	-1	803952	812623	TYMSOS	lnc_RNA
TYMS	NM_001071.4	18	1	811985	827856	TYMS	mRNA
TYMS	NM_001354867.2	18	1	811985	827856	TYMS	mRNA
TYMS	NM_001354868.2	18	1	811985	827856	TYMS	mRNA
TYMS	XM_054319042.1	18	1	816830	827856	TYMS	mRNA
ENOSF1	XR_008485006.1	18	-1	824595	867045	ENOSF1	transcript
ENOSF1	XR_008485007.1	18	-1	824595	867044	ENOSF1	transcript
ENOSF1	XR_008485005.1	18	-1	824595	867043	ENOSF1	transcript
ENOSF1	XR_008485014.1	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	XR_008485013.1	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	XR_008485015.1	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148711.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148706.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148708.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148710.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	XR_008485010.1	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148709.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	XR_008485011.1	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148707.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	XR_008485008.1	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	NR_148712.2	18	-1	824595	867012	ENOSF1	transcript
ENOSF1	XR_008485012.1	18	-1	824595	866879	ENOSF1	transcript
ENOSF1	XR_008485017.1	18	-1	824595	848022	ENOSF1	transcript
ENOSF1	XM_054318784.1	18	-1	824595	867045	ENOSF1	mRNA
ENOSF1	XM_054318782.1	18	-1	824595	867044	ENOSF1	mRNA
ENOSF1	XM_054318783.1	18	-1	824595	867044	ENOSF1	mRNA
ENOSF1	XM_054318781.1	18	-1	824595	867043	ENOSF1	mRNA
ENOSF1	XM_054318799.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	XM_054318793.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001439137.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	XM_054318795.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	XM_054318792.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001354065.2	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001318760.2	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	XM_054318787.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	XM_054318786.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001354066.2	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_017512.7	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001439136.1	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001354068.2	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_202758.5	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	NM_001354067.2	18	-1	824595	867012	ENOSF1	mRNA
ENOSF1	XM_054318788.1	18	-1	824595	866882	ENOSF1	mRNA
ENOSF1	XM_054318789.1	18	-1	824595	866879	ENOSF1	mRNA
ENOSF1	XM_054318797.1	18	-1	824595	860870	ENOSF1	mRNA
ENOSF1	XM_054318800.1	18	-1	824595	848175	ENOSF1	mRNA
ENOSF1	XM_054318798.1	18	-1	824595	848022	ENOSF1	mRNA
ENOSF1	XR_008485004.1	18	-1	824597	867045	ENOSF1	transcript
ENOSF1	XR_008485009.1	18	-1	824597	867012	ENOSF1	transcript
ENOSF1	XM_054318790.1	18	-1	829599	867048	ENOSF1	mRNA
ENOSF1	XM_054318791.1	18	-1	829599	867046	ENOSF1	mRNA
ENOSF1	XR_008485016.1	18	-1	840197	867050	ENOSF1	transcript
ENOSF1	XM_054318796.1	18	-1	841053	867052	ENOSF1	mRNA
YES1	XM_054319050.1	18	-1	875925	969846	YES1	mRNA
YES1	XM_054319044.1	18	-1	875925	969846	YES1	mRNA
YES1	XM_054319045.1	18	-1	875925	969846	YES1	mRNA
YES1	XM_054319049.1	18	-1	875925	969846	YES1	mRNA
YES1	XM_054319043.1	18	-1	875925	969846	YES1	mRNA
YES1	XM_054319051.1	18	-1	875925	966878	YES1	mRNA
YES1	XM_054319048.1	18	-1	875925	966538	YES1	mRNA
YES1	NM_005433.4	18	-1	875925	966538	YES1	mRNA
YES1	XM_054319046.1	18	-1	875925	929396	YES1	mRNA
YES1	XM_054319047.1	18	-1	875925	915969	YES1	mRNA
ADCYAP1	XM_054318174.1	18	1	1058628	1066467	ADCYAP1	mRNA
ADCYAP1	NM_001099733.2	18	1	1059166	1066467	ADCYAP1	mRNA
ADCYAP1	XM_054318173.1	18	1	1059166	1063726	ADCYAP1	mRNA
ADCYAP1	NM_001117.5	18	1	1059661	1066467	ADCYAP1	mRNA
LINC01904	NR_146724.1	18	-1	1080399	1082307	LINC01904	lnc_RNA
LOC107985165	XR_007088299.1	18	1	1105427	1215748	LOC107985165	lnc_RNA
LOC105371953	XR_007088300.1	18	1	1253225	1331154	LOC105371953	lnc_RNA
LOC105371953	XR_007088301.1	18	1	1253227	1409919	LOC105371953	lnc_RNA
LINC00470	NR_023927.1	18	-1	1422813	1514125	LINC00470	lnc_RNA
LINC00470	NR_110327.1	18	-1	1422813	1514125	LINC00470	lnc_RNA
LINC00470	NR_023926.1	18	-1	1422813	1514125	LINC00470	lnc_RNA
LINC00470	NR_023925.1	18	-1	1422813	1514125	LINC00470	lnc_RNA
LOC105371954	XR_007088303.1	18	-1	1518127	1561734	LOC105371954	lnc_RNA
LOC105371954	XR_007088304.1	18	-1	1518127	1561734	LOC105371954	lnc_RNA
LOC105371960	XR_007088305.1	18	-1	1668402	1676763	LOC105371960	lnc_RNA
LOC105371959	XR_007088309.1	18	1	1934627	1938386	LOC105371959	lnc_RNA
LOC105371958	XR_007088310.1	18	-1	2060452	2078019	LOC105371958	lnc_RNA
LOC105371957	XR_007088307.1	18	1	2174851	2207566	LOC105371957	lnc_RNA
LOC105371957	XR_007088308.1	18	1	2174851	2181317	LOC105371957	lnc_RNA
LOC105371956	XR_007088306.1	18	-1	2189099	2414201	LOC105371956	lnc_RNA
LOC105371961	XR_007088312.1	18	1	2506425	2526999	LOC105371961	lnc_RNA
LOC105371961	XR_007088311.1	18	1	2506428	2526999	LOC105371961	lnc_RNA
LOC105371961	XR_007088313.1	18	1	2519674	2526999	LOC105371961	lnc_RNA
LOC124904235	XR_007088314.1	18	-1	2662361	2668202	LOC124904235	lnc_RNA
METTL4	XM_054318985.1	18	-1	2693282	2727252	METTL4	mRNA
METTL4	XM_054318984.1	18	-1	2693282	2727252	METTL4	mRNA
METTL4	XM_054318983.1	18	-1	2693282	2727252	METTL4	mRNA
METTL4	NM_001308401.2	18	-1	2693282	2727252	METTL4	mRNA
METTL4	NM_022840.5	18	-1	2693282	2727252	METTL4	mRNA
METTL4	XM_054318982.1	18	-1	2696418	2727252	METTL4	mRNA
METTL4	XM_054318986.1	18	-1	2705664	2727252	METTL4	mRNA
LOC124904380	XR_007088644.1	18	1	2711110	2711244	LOC124904380	snoRNA
NDC80	NM_006101.3	18	1	2727304	2772223	NDC80	mRNA
CBX3P2	NR_033754.2	18	-1	2807752	2810977	CBX3P2	transcript
SMCHD1	XR_008484992.1	18	1	2811308	2960649	SMCHD1	transcript
SMCHD1	XR_008484994.1	18	1	2811308	2940160	SMCHD1	transcript
SMCHD1	XR_008484993.1	18	1	2811308	2933871	SMCHD1	transcript
SMCHD1	XM_054318425.1	18	1	2811308	2960649	SMCHD1	mRNA
SMCHD1	NM_015295.3	18	1	2811308	2960649	SMCHD1	mRNA
SMCHD1	XM_054318428.1	18	1	2811308	2960649	SMCHD1	mRNA
SMCHD1	XM_054318427.1	18	1	2811308	2940188	SMCHD1	mRNA
SMCHD1	XM_054318429.1	18	1	2811308	2917864	SMCHD1	mRNA
SMCHD1	XM_054318430.1	18	1	2811308	2906024	SMCHD1	mRNA
SMCHD1	XM_054318426.1	18	1	2822519	2960649	SMCHD1	mRNA
EMILIN2	XM_054319260.1	18	1	3001875	3071504	EMILIN2	mRNA
EMILIN2	XM_054319262.1	18	1	3001875	3066685	EMILIN2	mRNA
EMILIN2	XM_054319261.1	18	1	3001875	3066045	EMILIN2	mRNA
EMILIN2	XM_054319263.1	18	1	3001875	3051634	EMILIN2	mRNA
EMILIN2	NM_032048.3	18	1	3002649	3071504	EMILIN2	mRNA
LPIN2	XM_054319392.1	18	-1	3072495	3168675	LPIN2	mRNA
LPIN2	NM_014646.2	18	-1	3072495	3167479	LPIN2	mRNA
LPIN2	XM_054319391.1	18	-1	3072495	3138582	LPIN2	mRNA
LPIN2	XM_054319393.1	18	-1	3072495	3132692	LPIN2	mRNA
LPIN2	NM_001375808.2	18	-1	3072500	3168675	LPIN2	mRNA
LPIN2	NM_001375809.1	18	-1	3072500	3168675	LPIN2	mRNA
LPIN2	XR_008485036.1	18	-1	3082225	3168675	LPIN2	transcript
CHORDC1P4	NR_026659.1	18	-1	3098711	3102120	CHORDC1P4	transcript
LPIN2-AS2	XR_007088315.1	18	1	3122514	3125660	LPIN2-AS2	lnc_RNA
LOC124900407	XR_007088632.1	18	-1	3180976	3181109	LOC124900407	snoRNA
MYOM1	XM_054319308.1	18	-1	3222339	3405523	MYOM1	mRNA
MYOM1	XM_054319309.1	18	-1	3222339	3381367	MYOM1	mRNA
MYOM1	XM_054319307.1	18	-1	3222339	3381367	MYOM1	mRNA
MYOM1	XM_054319306.1	18	-1	3222339	3381367	MYOM1	mRNA
MYOM1	NM_019856.2	18	-1	3222339	3379333	MYOM1	mRNA
MYOM1	NM_003803.4	18	-1	3222339	3379333	MYOM1	mRNA
MYOM1	XR_008485031.1	18	-1	3279263	3381367	MYOM1	transcript
MYL12A	NM_001303048.1	18	1	3406847	3415603	MYL12A	mRNA
MYL12A	XM_054318143.1	18	1	3407166	3415603	MYL12A	mRNA
MYL12A	NM_001303047.2	18	1	3407166	3415602	MYL12A	mRNA
MYL12A	NM_006471.4	18	1	3407166	3415602	MYL12A	mRNA
MYL12A	NM_001303049.2	18	1	3411641	3415602	MYL12A	mRNA
MYL12-AS1	NR_130145.1	18	-1	3414802	3421665	MYL12-AS1	lnc_RNA
MYL12-AS1	NR_130144.2	18	-1	3414802	3421135	MYL12-AS1	lnc_RNA
MYL12-AS1	NR_130143.2	18	-1	3414802	3421135	MYL12-AS1	lnc_RNA
MYL12B	NM_033546.4	18	1	3421438	3437816	MYL12B	mRNA
MYL12B	NM_001144944.1	18	1	3421901	3437639	MYL12B	mRNA
MYL12B	NM_001144945.1	18	1	3422007	3437639	MYL12B	mRNA
LINC01895	NR_146506.1	18	-1	3507061	3509916	LINC01895	lnc_RNA
TGIF1	NM_174886.3	18	1	3571386	3619443	TGIF1	mRNA
TGIF1	NM_001278686.3	18	1	3572231	3619443	TGIF1	mRNA
TGIF1	NM_173207.4	18	1	3607007	3619443	TGIF1	mRNA
TGIF1	NM_001374396.1	18	1	3607897	3619443	TGIF1	mRNA
TGIF1	NM_001278682.2	18	1	3609033	3619443	TGIF1	mRNA
TGIF1	NM_173208.3	18	1	3609172	3619443	TGIF1	mRNA
TGIF1	NM_001278684.2	18	1	3609172	3619443	TGIF1	mRNA
TGIF1	NM_173209.3	18	1	3609172	3619443	TGIF1	mRNA
TGIF1	NM_003244.4	18	1	3609637	3619443	TGIF1	mRNA
TGIF1	NM_170695.5	18	1	3611058	3619443	TGIF1	mRNA
TGIF1	NM_173210.4	18	1	3611058	3619443	TGIF1	mRNA
TGIF1	NM_001374397.1	18	1	3611058	3619443	TGIF1	mRNA
TGIF1	NM_173211.2	18	1	3613238	3619443	TGIF1	mRNA
LOC105371965	XR_007088316.1	18	-1	3621303	3641198	LOC105371965	lnc_RNA
GAPLINC	NR_110429.1	18	1	3625722	3638452	GAPLINC	lnc_RNA
GAPLINC	NR_110428.1	18	1	3625722	3638452	GAPLINC	lnc_RNA
DLGAP1	NM_001398527.1	18	-1	3655540	4615578	DLGAP1	mRNA
DLGAP1	NM_001398526.1	18	-1	3655540	4615578	DLGAP1	mRNA
DLGAP1	NM_004746.4	18	-1	3655540	4615578	DLGAP1	mRNA
DLGAP1	NM_001398525.1	18	-1	3655540	4615578	DLGAP1	mRNA
DLGAP1	XM_054319361.1	18	-1	3655540	4615578	DLGAP1	mRNA
DLGAP1	XM_054319360.1	18	-1	3655540	4615578	DLGAP1	mRNA
DLGAP1	NM_001242762.2	18	-1	3655540	4035078	DLGAP1	mRNA
DLGAP1	NM_001398533.1	18	-1	3655540	4035078	DLGAP1	mRNA
DLGAP1	NM_001242763.2	18	-1	3655540	4035078	DLGAP1	mRNA
DLGAP1	XM_054319362.1	18	-1	3655540	4035078	DLGAP1	mRNA
DLGAP1	NM_001398530.1	18	-1	3655540	4035078	DLGAP1	mRNA
DLGAP1	NM_001242764.2	18	-1	3655540	4034620	DLGAP1	mRNA
DLGAP1	NM_001308390.2	18	-1	3655540	4034620	DLGAP1	mRNA
DLGAP1	XM_054319363.1	18	-1	3655540	4034620	DLGAP1	mRNA
DLGAP1	NM_001398531.1	18	-1	3655540	4034620	DLGAP1	mRNA
DLGAP1	NM_001398534.1	18	-1	3655540	4034620	DLGAP1	mRNA
DLGAP1	NM_001398532.1	18	-1	3655540	4034620	DLGAP1	mRNA
DLGAP1	NM_001003809.3	18	-1	3655540	4005677	DLGAP1	mRNA
DLGAP1	NM_001242766.2	18	-1	3655540	4005677	DLGAP1	mRNA
DLGAP1	NM_001398528.1	18	-1	3661657	4615578	DLGAP1	mRNA
DLGAP1	NM_001242761.2	18	-1	3661657	4615578	DLGAP1	mRNA
DLGAP1	NM_001398542.1	18	-1	3661657	4035078	DLGAP1	mRNA
DLGAP1	NM_001398539.1	18	-1	3661657	4035078	DLGAP1	mRNA
DLGAP1	NM_001398535.1	18	-1	3661657	4035078	DLGAP1	mRNA
DLGAP1	NM_001398546.1	18	-1	3661657	4034620	DLGAP1	mRNA
DLGAP1	NM_001398545.1	18	-1	3661657	4034620	DLGAP1	mRNA
DLGAP1	NM_001398541.1	18	-1	3661657	4034620	DLGAP1	mRNA
DLGAP1	NM_001398537.1	18	-1	3661657	4034620	DLGAP1	mRNA
DLGAP1	NM_001398543.1	18	-1	3661657	4034620	DLGAP1	mRNA
DLGAP1	NM_001398540.1	18	-1	3661657	4034620	DLGAP1	mRNA
DLGAP1	NM_001242765.2	18	-1	3661657	4005677	DLGAP1	mRNA
DLGAP1	NM_001398544.1	18	-1	3661657	4005677	DLGAP1	mRNA
DLGAP1	NM_001398536.1	18	-1	3661657	4005677	DLGAP1	mRNA
LOC124904373	XR_007088642.1	18	-1	3732484	3732587	LOC124904373	snoRNA
DLGAP1-AS1	NR_024101.1	18	1	3753642	3756907	DLGAP1-AS1	lnc_RNA
DLGAP1-AS2	NR_119377.1	18	1	3763322	3769665	DLGAP1-AS2	lnc_RNA
DLGAP1-AS6	NR_188002.1	18	1	3813488	3816740	DLGAP1-AS6	lnc_RNA
DLGAP1-AS6	NR_188003.1	18	1	3813572	3816740	DLGAP1-AS6	lnc_RNA
DLGAP1	XM_054319366.1	18	-1	3868803	4615578	DLGAP1	mRNA
DLGAP1	XM_054319365.1	18	-1	3868803	4615578	DLGAP1	mRNA
DLGAP1	XM_054319364.1	18	-1	3877521	4615578	DLGAP1	mRNA
LOC124904368	XR_007088638.1	18	1	3971701	3971804	LOC124904368	snoRNA
LOC124904238	XR_007088317.1	18	1	4038143	4047619	LOC124904238	lnc_RNA
DLGAP1-AS3	NR_038895.1	18	1	4038499	4057390	DLGAP1-AS3	lnc_RNA
MIR6718	NR_106776.1	18	1	4045675	4045754	MIR6718	primary_transcript
MIR6718	unassigned_transcript_3190	18	1	4045685	4045705	MIR6718	miRNA
DLGAP1-AS4	NR_102696.1	18	1	4122673	4173870	DLGAP1-AS4	lnc_RNA
DLGAP1-AS5	NR_036489.1	18	1	4424572	4455984	DLGAP1-AS5	lnc_RNA
LOC105371968	XR_007088319.1	18	-1	4653490	4656680	LOC105371968	lnc_RNA
LINC01892	NR_146900.1	18	1	5243454	5261052	LINC01892	lnc_RNA
AKAIN1	NM_001330553.2	18	-1	5305184	5359979	AKAIN1	mRNA
AKAIN1	NM_001145194.2	18	-1	5305184	5359535	AKAIN1	mRNA
LOC124904341	XR_007088320.1	18	1	5372077	5376599	LOC124904341	lnc_RNA
LINC00526	NR_026849.1	18	-1	5398969	5400274	LINC00526	lnc_RNA
LINC00667	NR_015389.1	18	1	5400345	5408774	LINC00667	lnc_RNA
ZBTB14	NM_001243704.2	18	-1	5451292	5459322	ZBTB14	mRNA
ZBTB14	NM_003409.5	18	-1	5451292	5458290	ZBTB14	mRNA
ZBTB14	NM_001143823.3	18	-1	5451292	5458290	ZBTB14	mRNA
ZBTB14	XM_054319091.1	18	-1	5451292	5457996	ZBTB14	mRNA
ZBTB14	NM_001243702.2	18	-1	5451292	5457996	ZBTB14	mRNA
ZBTB14	XM_054319089.1	18	-1	5451292	5457691	ZBTB14	mRNA
ZBTB14	XM_054319088.1	18	-1	5451292	5457675	ZBTB14	mRNA
ZBTB14	XM_054319090.1	18	-1	5451292	5457479	ZBTB14	mRNA
ZBTB14	XM_054319092.1	18	-1	5451292	5457472	ZBTB14	mRNA
ZBTB14	XM_054319087.1	18	-1	5451292	5457430	ZBTB14	mRNA
LOC107985144	XR_007088321.1	18	1	5472152	5480612	LOC107985144	lnc_RNA
LOC105371970	XR_007088323.1	18	-1	5511199	5545957	LOC105371970	lnc_RNA
LOC105371970	XR_007088322.1	18	-1	5511199	5525380	LOC105371970	lnc_RNA
LOC105371970	XR_007088324.1	18	-1	5511199	5516495	LOC105371970	lnc_RNA
EPB41L3	NM_001384702.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384706.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384705.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384700.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	XM_054318335.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384683.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384699.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384704.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384701.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384703.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001384698.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	XM_054318319.1	18	-1	5552548	5790830	EPB41L3	mRNA
EPB41L3	NM_001281535.2	18	-1	5552548	5789156	EPB41L3	mRNA
EPB41L3	XM_054318333.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384696.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384692.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384694.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384687.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_012307.5	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	XM_054318334.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384697.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	XM_054318332.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001281534.3	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384686.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	XM_054318329.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	XM_054318331.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384693.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384695.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384691.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384689.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384682.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001330557.2	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001384685.1	18	-1	5552548	5704162	EPB41L3	mRNA
EPB41L3	NM_001281533.2	18	-1	5552548	5700587	EPB41L3	mRNA
EPB41L3	NM_001384688.1	18	-1	5552548	5681537	EPB41L3	mRNA
EPB41L3	NM_001384690.1	18	-1	5552548	5681537	EPB41L3	mRNA
EPB41L3	NM_001384684.1	18	-1	5552548	5681537	EPB41L3	mRNA
EPB41L3	XM_054318327.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318325.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318321.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318315.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318311.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318314.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318313.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318308.1	18	-1	5552548	5649351	EPB41L3	mRNA
EPB41L3	XM_054318317.1	18	-1	5554839	5790830	EPB41L3	mRNA
EPB41L3	XM_054318330.1	18	-1	5554839	5790830	EPB41L3	mRNA
EPB41L3	XM_054318316.1	18	-1	5554839	5790830	EPB41L3	mRNA
EPB41L3	XM_054318320.1	18	-1	5554839	5704162	EPB41L3	mRNA
EPB41L3	XM_054318323.1	18	-1	5554839	5649351	EPB41L3	mRNA
EPB41L3	XM_054318326.1	18	-1	5554839	5649351	EPB41L3	mRNA
EPB41L3	XM_054318328.1	18	-1	5554839	5649351	EPB41L3	mRNA
